CIS	CISLabel	BN	BNlabel	NIMED	UCD13
CIS64823562	OMEPRAZOLE RPG 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	14613	3400892577814
CIS64702984	OMEPRAZOLE PHR LAB 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	14608	3400892584218
CIS65665617	OMEPRAZOLE ARROW GENERIQUES 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	15096	3400892723846
CIS66229366	OMEPRAZOLE ZENTIVA 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	15139	3400892724386
CIS66042039	OMEPRAZOLE BOUCHARA RECORDATI 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	29257	3400892734323
CIS66181042	OMEPRAZOLE ACTAVIS 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	22898	3400892734552
CIS62543615	OMEPRAZOLE MYLAN PHARMA 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	26562	3400892766379
CIS61565950	OMEPRAZOLE ALTER 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	15936	3400892787602
CIS66443612	OMEPRAZOLE ISOMED 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	29267	3400892767260
CIS62044256	MOPRALPRO 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BNunmal9tbpkvgpi9ltgj4qdu7q8lbnhah	MOPRALPRO	29743	3400893529010
CIS61624263	OMEPRAZOLE NEPENTHES 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	27235	3400893449943
CIS62967375	OMEPRAZOLE EVOLUGEN 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	29343	3400893544617
CIS60806188	OMEPRAZOLE ALMUS 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	29390	3400893672686
CIS62112248	OMEPRAZOLE CRISTERS PHARMA 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	27900	3400893672808
CIS61581456	OMEPRAZOLE KRKA 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	29388	3400893704257
CIS64997342	OMEPRAZOLE ARROW LAB 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	28189	3400893703946
CIS65658163	OMEPRAZOLE TEVA SANTE 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	27859	3400893704547
CIS65692233	OMEPRAZOLE TEVA SANTE 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	27653	3400893704608
CIS65830008	OMEPRAZOLE CRISTERS PHARMA 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	27899	3400893672747
CIS65231460	OMEPRAZOLE TEVA CONSEIL 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	29458	3400893956496
CIS64261479	OMEPRAZOLE RANBAXY 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	28408	3400893969045
CIS61490953	OMEPRAZOLE RANBAXY 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	28527	3400893969106
CIS62238446	OMEPRAZOLE ZYDUS FRANCE 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	28599	3400894018704
CIS63244391	OMEPRAZOLE ZENTIVA LAB 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	28214	3400894027409
CIS65204851	OMEPRAZOLE EVOLUGEN PHARMA 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	31291	3400894211402
CIS65789433	OMEPRAZOLE EVOLUGEN PHARMA 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	29344	3400894211570
CIS69276588	ZOLTUM 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN00ofhocqbo3aedgt7a1rnbv8t1532csi	ZOLTUM	10724	3400891950052
CIS69606819	MOPRAL 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BNrr5iqcaos3pkt8d7cjitkelf98745pov	MOPRAL	10725	3400891882414
CIS67450136	OMEPRAZOLE BIOGARAN 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	15097	3400892723907
CIS67434947	OMEPRAZOLE TEVA 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	15100	3400892724218
CIS67319674	OMEPRAZOLE RPG 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	15111	3400892728230
CIS67234658	OMEPRAZOLE MYLAN 40 mg, poudre pour solution pour perfusion	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	25407	3400892914015
CIS67710783	OMEPRAZOLE CRISTERS 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	29258	3400892766430
CIS67995040	OMEPRAZOLE BIOGARAN 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	14969	3400892579993
CIS69036504	OMEPRAZOLE MYLAN CONSEIL 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	31056	3400892654386
CIS67293756	OMEPRAZOLE ZENTIVA 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	15532	3400892701493
CIS66772497	OMEPRAZOLE CRISTERS 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	29265	3400892766669
CIS69138295	OMEPRAZOLE ARROW 40 mg, poudre pour solution pour perfusion	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	25754	3400893036761
CIS69309166	OMEPRAZOLE ALTER 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	15935	3400892787541
CIS68748071	OMEPRAZOLE SANDOZ 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	24678	3400893102510
CIS68605333	OMEPRAZOLE ALMUS 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	29389	3400893672518
CIS68995940	OMEPRAZOLE SANDOZ CONSEIL 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	29457	3400893865675
CIS69291960	OMEPRAZOLE MYLAN PHARMA 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	26556	3400893688885
CIS69335481	OMEPRAZOLE ARROW LAB 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	28023	3400893704028
CIS69503071	OMEPRAZOLE EG 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	27500	3400893704318
CIS69792010	OMEPRAZOLE EG 20 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	27506	3400893704486
CIS67575816	OMEPRAZOLE ZYDUS FRANCE 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	28644	3400894018643
CIS69531932	OMEPRAZOLE ZENTIVA LAB 10 mg, gélule gastro-résistante	http://www.romedi.fr/romedi/BN7q590r66gk92u2latsmkbe3scun732bu	OMEPRAZOLE	28301	3400894027348
CIS67515370	BETAGAN 0,5 POUR CENT, collyre en solution	http://www.romedi.fr/romedi/BN31c76nf6aqjk0kq1u64mnr7m2k6gchnj	BETAGAN	8425	3400891623949
CIS67515370	BETAGAN 0,5 POUR CENT, collyre en solution	http://www.romedi.fr/romedi/BN31c76nf6aqjk0kq1u64mnr7m2k6gchnj	BETAGAN	27228	3400893920886
CIS60921824	INDOCOLLYRE 0,1 %, collyre en solution	http://www.romedi.fr/romedi/BNvd6lbbvkv3kr0kpbikf45ntamfanj15h	INDOCOLLYRE	10705	3400891943597
CIS61914124	INDOCOLLYRE 0,1%, collyre en solution en récipient unidose	http://www.romedi.fr/romedi/BNvd6lbbvkv3kr0kpbikf45ntamfanj15h	INDOCOLLYRE	11305	3400891962529
CIS68142440	INDOCID 100 mg, suppositoire	http://www.romedi.fr/romedi/BN9q99mmepf8ebcdstdib3tpt516dqcajm	INDOCID	4084	3400890461337
CIS66664685	INDOCID 25 mg, gélule	http://www.romedi.fr/romedi/BN9q99mmepf8ebcdstdib3tpt516dqcajm	INDOCID	7223	3400890461566
CIS69829455	CHRONO-INDOCID 75 mg, gélule	http://www.romedi.fr/romedi/BN9a7n00i9foj1brtg9thelkd8ssg1dn5v	CHRONO-INDOCID	5935	3400890194617
CIS69668450	INDOBIOTIC, collyre en solution en récipient unidose	http://www.romedi.fr/romedi/BNn626pimjocr3v5ul081e4st3nu2hp8u7	INDOBIOTIC	14373	3400892326924
CIS60718902	LOXEN 10 mg/10 mL, solution injectable (I.V.)	http://www.romedi.fr/romedi/BN09mvhu8nvn1na4ii69d3a52d8qc84gsb	LOXEN	1600	3400891321401
CIS65984700	LOXEN 20 mg, comprimé sécable	http://www.romedi.fr/romedi/BN09mvhu8nvn1na4ii69d3a52d8qc84gsb	LOXEN	6656	3400891057751
CIS69198890	LOXEN L P 50 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BN09mvhu8nvn1na4ii69d3a52d8qc84gsb	LOXEN	7626	3400891269321
CIS67962026	NICARDIPINE AGUETTANT 10 mg/10 ml, solution injectable	http://www.romedi.fr/romedi/BNng8rqh7j4comionl9atms54nscirsjcf	NICARDIPINE	21056	3400892907031
CIS64139742	ORBENINE 500 mg, gélule	http://www.romedi.fr/romedi/BN7ujiouhm3g7a4njvqnclhl9riggjfllb	ORBENINE	7520	3400890656856
CIS65542326	CLOXACILLINE ARROW 500 mg, gélule	http://www.romedi.fr/romedi/BNtfj7dgp4i5sob5148c3l0ao45d5n30r9	CLOXACILLINE	29170	3400894099956
CIS67153708	ORBENINE 1 g, poudre pour solution injectable (IV)	http://www.romedi.fr/romedi/BN7ujiouhm3g7a4njvqnclhl9riggjfllb	ORBENINE	4011	3400891084436
CIS68429134	CLOXACILLINE PANPHARMA 1 g, poudre pour solution injectable (I.V.)	http://www.romedi.fr/romedi/BNtfj7dgp4i5sob5148c3l0ao45d5n30r9	CLOXACILLINE	26438	3400893907702
CIS67630807	CLOXACILLINE EG 500 mg, gélule	http://www.romedi.fr/romedi/BNtfj7dgp4i5sob5148c3l0ao45d5n30r9	CLOXACILLINE	32147	3400894173809
CIS67557120	CLAVENTIN 5 g/200 mg, poudre pour solution injectable (I.V.)	http://www.romedi.fr/romedi/BNfr03q4569dpasrhsfuf5uoec085mt3fg	CLAVENTIN	178	3400891256253
CIS67951898	CLAVENTIN 3 g/200 mg, poudre pour solution injectable (I.V.)	http://www.romedi.fr/romedi/BNfr03q4569dpasrhsfuf5uoec085mt3fg	CLAVENTIN	9172	3400891315486
CIS61242331	CEFAZOLINE MYLAN 1 g, poudre pour solution injectable (IM-IV)	http://www.romedi.fr/romedi/BN1ihqgb6a1pricrm9iu7qam1ie5493fr4	CEFAZOLINE	15177	3400892264967
CIS61242331	CEFAZOLINE MYLAN 1 g, poudre pour solution injectable (IM-IV)	http://www.romedi.fr/romedi/BN1ihqgb6a1pricrm9iu7qam1ie5493fr4	CEFAZOLINE	31682	3400894285380
CIS67089141	CEFAZOLINE PANPHARMA 2 g/10 ml, poudre et solution pour usage parentéral (IV)	http://www.romedi.fr/romedi/BN1ihqgb6a1pricrm9iu7qam1ie5493fr4	CEFAZOLINE	13632	3400891346534
CIS69258056	CEFAZOLINE PANPHARMA 1 g/5 ml, poudre et solution pour usage parentéral (IV)	http://www.romedi.fr/romedi/BN1ihqgb6a1pricrm9iu7qam1ie5493fr4	CEFAZOLINE	13631	3400891346473
CIS67948546	CEFAZOLINE MYLAN 2 g, poudre pour solution injectable (IM-IV)	http://www.romedi.fr/romedi/BN1ihqgb6a1pricrm9iu7qam1ie5493fr4	CEFAZOLINE	15178	3400892382814
CIS60998977	TILDIEM 100 mg, poudre pour solution injectable (I.V.)	http://www.romedi.fr/romedi/BNqi8rpvs0d0irmbeecj4qluvkos93936r	TILDIEM	1232	3400891314656
CIS62018628	TILDIEM 25 mg, poudre et solution pour préparation injectable I.V.	http://www.romedi.fr/romedi/BNqi8rpvs0d0irmbeecj4qluvkos93936r	TILDIEM	10432	3400891366174
CIS62187293	DILTIAZEM ZENTIVA L.P. 300 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNeurrmnskak8cbc1qjaojh5296c4juca7	DILTIAZEM	3182	3400891433104
CIS63692245	TILDIEM 60 mg, comprimé	http://www.romedi.fr/romedi/BNqi8rpvs0d0irmbeecj4qluvkos93936r	TILDIEM	6626	3400890932912
CIS65662076	BI TILDIEM L.P. 120 mg, comprimé enrobé à libération prolongée	http://www.romedi.fr/romedi/BNgf1fjpun2rqohfu2ohc84upohv9fu14i	BI TILDIEM	3698	3400891466102
CIS60102974	DILTIAZEM RPG 60 mg, comprimé	http://www.romedi.fr/romedi/BNeurrmnskak8cbc1qjaojh5296c4juca7	DILTIAZEM	11133	3400891529128
CIS60463871	DILTIAZEM BIOGARAN 60 mg, comprimé	http://www.romedi.fr/romedi/BNeurrmnskak8cbc1qjaojh5296c4juca7	DILTIAZEM	11762	3400892092799
CIS62255584	MONO TILDIEM LP 200 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNj9inccmlq107gui4lvkj768rh3ho00m3	MONO TILDIEM	5531	3400891583984
CIS64285537	CHLORHYDRATE DE DILTIAZEM MYLAN 60 mg, comprimé	http://www.romedi.fr/romedi/BN38f4ljcte628reojndpuo13t92c78p2m	CHLORHYDRATE DE DILTIAZEM	9782	3400891834796
CIS63283572	DILTIAZEM MYLAN L.P. 120 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNeurrmnskak8cbc1qjaojh5296c4juca7	DILTIAZEM	10464	3400891834567
CIS64710301	DILTIAZEM RATIOPHARM L.P. 120 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNeurrmnskak8cbc1qjaojh5296c4juca7	DILTIAZEM	11143	3400892018003
CIS63367821	MONO TILDIEM LP 300 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNj9inccmlq107gui4lvkj768rh3ho00m3	MONO TILDIEM	5532	3400891584066
CIS65361009	DILTIAZEM BIOGARAN L.P. 120 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNeurrmnskak8cbc1qjaojh5296c4juca7	DILTIAZEM	12520	3400892043593
CIS66138621	DILTIAZEM ZENTIVA L.P. 90 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNeurrmnskak8cbc1qjaojh5296c4juca7	DILTIAZEM	9539	3400891829655
CIS62236089	DILTIAZEM SANDOZ LP 120 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNeurrmnskak8cbc1qjaojh5296c4juca7	DILTIAZEM	16103	3400892731940
CIS62285346	DILTIAZEM SANDOZ LP 90 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNeurrmnskak8cbc1qjaojh5296c4juca7	DILTIAZEM	11032	3400892732022
CIS63590703	DILTIAZEM SANDOZ 60 mg, comprimé	http://www.romedi.fr/romedi/BNeurrmnskak8cbc1qjaojh5296c4juca7	DILTIAZEM	9399	3400892638829
CIS63590703	DILTIAZEM SANDOZ 60 mg, comprimé	http://www.romedi.fr/romedi/BNeurrmnskak8cbc1qjaojh5296c4juca7	DILTIAZEM	16270	3400892638829
CIS66553119	DILTIAZEM SANDOZ LP 300 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNeurrmnskak8cbc1qjaojh5296c4juca7	DILTIAZEM	15895	3400892732602
CIS62418088	MONO TILDIEM LP 200 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNj9inccmlq107gui4lvkj768rh3ho00m3	MONO TILDIEM	28851	3400893179390
CIS60109100	MONO TILDIEM LP 200 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNj9inccmlq107gui4lvkj768rh3ho00m3	MONO TILDIEM	28852	3400893343982
CIS63067521	MONO TILDIEM LP 300 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNj9inccmlq107gui4lvkj768rh3ho00m3	MONO TILDIEM	28853	3400893648964
CIS64336921	DILTIAZEM MYLAN LP 200 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNeurrmnskak8cbc1qjaojh5296c4juca7	DILTIAZEM	28198	3400894012030
CIS63541827	DILTIAZEM TEVA SANTE LP 300 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNeurrmnskak8cbc1qjaojh5296c4juca7	DILTIAZEM	28119	3400894019183
CIS66511935	DILTIAZEM MYLAN LP 300 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNeurrmnskak8cbc1qjaojh5296c4juca7	DILTIAZEM	28262	3400894012269
CIS65642287	DILTIAZEM BGR LP 200 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNeurrmnskak8cbc1qjaojh5296c4juca7	DILTIAZEM	28393	3400894037743
CIS66601496	DILTIAZEM RATIOPHARM L.P. 90 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNeurrmnskak8cbc1qjaojh5296c4juca7	DILTIAZEM	11142	3400892018171
CIS67574098	DILTIAZEM EG L.P. 300 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNeurrmnskak8cbc1qjaojh5296c4juca7	DILTIAZEM	13476	3400892215471
CIS67175359	DILTIAZEM MYLAN PHARMA LP 300 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNeurrmnskak8cbc1qjaojh5296c4juca7	DILTIAZEM	25461	3400892243337
CIS67828454	DILTIAZEM BIOGARAN L.P. 90 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNeurrmnskak8cbc1qjaojh5296c4juca7	DILTIAZEM	12519	3400892043654
CIS68227652	BI TILDIEM L.P. 90 mg, comprimé enrobé à libération prolongée	http://www.romedi.fr/romedi/BNgf1fjpun2rqohfu2ohc84upohv9fu14i	BI TILDIEM	3697	3400891466270
CIS68883635	DILTIAZEM ZENTIVA L.P. 120 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNeurrmnskak8cbc1qjaojh5296c4juca7	DILTIAZEM	9538	3400891829594
CIS68649319	DILTIAZEM BIOGARAN LP 300 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNeurrmnskak8cbc1qjaojh5296c4juca7	DILTIAZEM	14530	3400892381404
CIS68238848	DILTIAZEM TEVA LP 300 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNeurrmnskak8cbc1qjaojh5296c4juca7	DILTIAZEM	14211	3400892466712
CIS69458085	MONO TILDIEM LP 300 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNj9inccmlq107gui4lvkj768rh3ho00m3	MONO TILDIEM	28854	3400893536223
CIS67981763	DILTIAZEM ARROW LP 200 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNeurrmnskak8cbc1qjaojh5296c4juca7	DILTIAZEM	31120	3400894201236
CIS64121235	BACTRIM FORTE, comprimé	http://www.romedi.fr/romedi/BNh6bofui5sa82s7rg6bpovg4rqmtvrtlg	BACTRIM	5997	3400890090438
CIS65181349	BACTRIM ADULTES, comprimé	http://www.romedi.fr/romedi/BNh6bofui5sa82s7rg6bpovg4rqmtvrtlg	BACTRIM	4224	3400890090087
CIS65880598	BACTRIM NOURRISSONS ET ENFANTS, suspension buvable	http://www.romedi.fr/romedi/BNh6bofui5sa82s7rg6bpovg4rqmtvrtlg	BACTRIM	4646	3400890090148
CIS67891013	COTRIMOXAZOLE TEVA 800 mg/160 mg, comprimé	http://www.romedi.fr/romedi/BNh3v90od7auvb485akloru2lko3538c2q	COTRIMOXAZOLE	12794	3400892090900
CIS69233327	BACTRIM, solution injectable pour perfusion	http://www.romedi.fr/romedi/BNh6bofui5sa82s7rg6bpovg4rqmtvrtlg	BACTRIM	5392	3400891215151
CIS60058517	GABITRIL 10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN5qm0114a6bi2g15qcr3klau7hqom5s8l	GABITRIL	10534	3400891819250
CIS61089729	GABITRIL 15 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN5qm0114a6bi2g15qcr3klau7hqom5s8l	GABITRIL	9627	3400891819311
CIS67859994	GABITRIL 5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN5qm0114a6bi2g15qcr3klau7hqom5s8l	GABITRIL	9628	3400891819489
CIS62076503	NOXAFIL 40 mg/ml, suspension buvable	http://www.romedi.fr/romedi/BNpepc72ukbisoq20ckfs1b17rhj76qel5	NOXAFIL	15605	3400892799667
CIS65644772	NOXAFIL 300 mg, solution à diluer pour perfusion	http://www.romedi.fr/romedi/BNpepc72ukbisoq20ckfs1b17rhj76qel5	NOXAFIL	31018	3400894109754
CIS69380042	NOXAFIL 100 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/BNpepc72ukbisoq20ckfs1b17rhj76qel5	NOXAFIL	28484	3400894006176
CIS65470567	FLOXYFRAL 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNto9urmhjg9o9upau6islqakdau12dlc9	FLOXYFRAL	6843	3400891068818
CIS60439525	FLOXYFRAL 100 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNto9urmhjg9o9upau6islqakdau12dlc9	FLOXYFRAL	6311	3400891585766
CIS61460248	FLUVOXAMINE EG 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNtvm4oh75ld6i1chdhl0t6v0pl247uoe5	FLUVOXAMINE	14616	3400892437675
CIS63927049	FLUVOXAMINE MYLAN 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNtvm4oh75ld6i1chdhl0t6v0pl247uoe5	FLUVOXAMINE	22692	3400892415154
CIS64514110	FLUVOXAMINE EG 100 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNtvm4oh75ld6i1chdhl0t6v0pl247uoe5	FLUVOXAMINE	14618	3400892437507
CIS62991472	FLUVOXAMINE ARROW 100 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNtvm4oh75ld6i1chdhl0t6v0pl247uoe5	FLUVOXAMINE	25566	3400893175439
CIS67196175	FLUVOXAMINE SANDOZ 100 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNtvm4oh75ld6i1chdhl0t6v0pl247uoe5	FLUVOXAMINE	23452	3400892993836
CIS68288712	FLUVOXAMINE ARROW 50 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNtvm4oh75ld6i1chdhl0t6v0pl247uoe5	FLUVOXAMINE	24159	3400893175668
CIS60270114	ORACILLINE 250 000 UI/5 ml, suspension buvable	http://www.romedi.fr/romedi/BNbg0l2qad9i6akhqt43uglkj1ev48d29b	ORACILLINE	4799	3400890655965
CIS64422733	ORACILLINE 500 000 U.I./5 ml, suspension buvable	http://www.romedi.fr/romedi/BNbg0l2qad9i6akhqt43uglkj1ev48d29b	ORACILLINE	6652	3400891058413
CIS67151899	ORACILLINE 1 000 000 UI, comprimé sécable	http://www.romedi.fr/romedi/BNbg0l2qad9i6akhqt43uglkj1ev48d29b	ORACILLINE	5730	3400890655446
CIS69751818	ORACILLINE 1 000 000 U.I./10 ml, suspension buvable	http://www.romedi.fr/romedi/BNbg0l2qad9i6akhqt43uglkj1ev48d29b	ORACILLINE	7080	3400891270150
CIS66150367	CELEBREX 200 mg, gélule	http://www.romedi.fr/romedi/BN4lbai1oshvk0je5ha5kooajqtlfat7g3	CELEBREX	12526	3400892234632
CIS60915522	CELECOXIB HCS 200 mg, gélule	http://www.romedi.fr/romedi/BNv6l3lni5hhpgfqduss2iuh9n9tl9tf26	CELECOXIB	28347	3400894047629
CIS62005890	CELECOXIB PFIZER 200 mg, gélule	http://www.romedi.fr/romedi/BNv6l3lni5hhpgfqduss2iuh9n9tl9tf26	CELECOXIB	28322	3400894037682
CIS62970706	CELECOXIB ARROW 100 mg, gélule	http://www.romedi.fr/romedi/BNv6l3lni5hhpgfqduss2iuh9n9tl9tf26	CELECOXIB	28353	3400894044666
CIS61667994	CELECOXIB ZENTIVA 100 mg, gélule	http://www.romedi.fr/romedi/BNv6l3lni5hhpgfqduss2iuh9n9tl9tf26	CELECOXIB	28331	3400894047797
CIS61685049	CELECOXIB ZENTIVA 200 mg, gélule	http://www.romedi.fr/romedi/BNv6l3lni5hhpgfqduss2iuh9n9tl9tf26	CELECOXIB	28334	3400894047858
CIS62338400	CELECOXIB BIOGARAN 100 mg, gélule	http://www.romedi.fr/romedi/BNv6l3lni5hhpgfqduss2iuh9n9tl9tf26	CELECOXIB	28605	3400894075363
CIS64610055	CELECOXIB EG 100 mg, gélule	http://www.romedi.fr/romedi/BNv6l3lni5hhpgfqduss2iuh9n9tl9tf26	CELECOXIB	28330	3400894037392
CIS64738350	CELECOXIB EG 200 mg, gélule	http://www.romedi.fr/romedi/BNv6l3lni5hhpgfqduss2iuh9n9tl9tf26	CELECOXIB	28332	3400894037453
CIS64938536	CELECOXIB TEVA 200 mg, gélule	http://www.romedi.fr/romedi/BNv6l3lni5hhpgfqduss2iuh9n9tl9tf26	CELECOXIB	28323	3400894042075
CIS66403692	CELECOXIB SANDOZ 200 mg, gélule	http://www.romedi.fr/romedi/BNv6l3lni5hhpgfqduss2iuh9n9tl9tf26	CELECOXIB	28530	3400894050179
