diseaseWikidata	label	wikidata
Q3042143	génétique médicale	Q1071953
Q3042140	génétique médicale	Q1071953
Q3043158	génétique médicale	Q1071953
Q3047124	génétique médicale	Q1071953
Q3053945	génétique médicale	Q1071953
Q3055156	génétique médicale	Q1071953
Q3071315	génétique médicale	Q1071953
Q3076802	génétique médicale	Q1071953
Q3085434	génétique médicale	Q1071953
Q3108583	génétique médicale	Q1071953
Q3124960	génétique médicale	Q1071953
Q3155580	génétique médicale	Q1071953
Q3179593	génétique médicale	Q1071953
Q3251367	génétique médicale	Q1071953
Q3281910	génétique médicale	Q1071953
Q2388598	génétique médicale	Q1071953
Q2411095	génétique médicale	Q1071953
Q2467739	génétique médicale	Q1071953
Q3321253	génétique médicale	Q1071953
Q3331925	génétique médicale	Q1071953
Q3335660	génétique médicale	Q1071953
Q3335661	génétique médicale	Q1071953
Q3335666	génétique médicale	Q1071953
Q3335671	génétique médicale	Q1071953
Q3346781	génétique médicale	Q1071953
Q3352097	génétique médicale	Q1071953
Q3357668	génétique médicale	Q1071953
Q3360152	génétique médicale	Q1071953
Q3368713	génétique médicale	Q1071953
Q3377927	génétique médicale	Q1071953
Q3395618	génétique médicale	Q1071953
Q3441028	génétique médicale	Q1071953
Q3458131	génétique médicale	Q1071953
Q3501283	génétique médicale	Q1071953
Q3508570	génétique médicale	Q1071953
Q3508568	génétique médicale	Q1071953
Q3508578	génétique médicale	Q1071953
Q3508595	génétique médicale	Q1071953
Q3508619	génétique médicale	Q1071953
Q3508625	génétique médicale	Q1071953
Q3508634	génétique médicale	Q1071953
Q3508635	génétique médicale	Q1071953
Q3508669	génétique médicale	Q1071953
Q3508679	génétique médicale	Q1071953
Q3508737	génétique médicale	Q1071953
Q3508764	génétique médicale	Q1071953
Q3508782	génétique médicale	Q1071953
Q3508783	génétique médicale	Q1071953
Q3508786	génétique médicale	Q1071953
Q3508795	génétique médicale	Q1071953
Q3539030	génétique médicale	Q1071953
Q3589131	génétique médicale	Q1071953
Q3591493	génétique médicale	Q1071953
Q3629047	génétique médicale	Q1071953
Q3667186	génétique médicale	Q1071953
Q3709312	génétique médicale	Q1071953
Q3725646	génétique médicale	Q1071953
Q3726816	génétique médicale	Q1071953
Q3726862	génétique médicale	Q1071953
Q3731836	génétique médicale	Q1071953
Q3765145	génétique médicale	Q1071953
Q3799243	génétique médicale	Q1071953
Q3801491	génétique médicale	Q1071953
Q3804555	génétique médicale	Q1071953
Q3804556	génétique médicale	Q1071953
Q3813599	génétique médicale	Q1071953
Q3857010	génétique médicale	Q1071953
Q3886247	génétique médicale	Q1071953
Q3889390	génétique médicale	Q1071953
Q3961672	génétique médicale	Q1071953
Q3961678	génétique médicale	Q1071953
Q3961695	génétique médicale	Q1071953
Q4665123	médecine d'urgence	Q2861470
Q4830470	médecine d'urgence	Q2861470
Q18556220	médecine d'urgence	Q2861470
Q10302339	médecine d'urgence	Q2861470
Q19275831	médecine d'urgence	Q2861470
Q5958765	médecine d'urgence	Q2861470
Q15218681	médecine d'urgence	Q2861470
Q7157933	médecine d'urgence	Q2861470
Q7263721	médecine d'urgence	Q2861470
Q7834208	médecine d'urgence	Q2861470
Q16965421	médecine d'urgence	Q2861470
Q17004153	médecine d'urgence	Q2861470
Q17071650	médecine d'urgence	Q2861470
Q17130620	médecine d'urgence	Q2861470
Q200781	chirurgie thoracique	Q2964004
Q203601	chirurgie thoracique	Q2964004
Q41861	médecine générale	Q3505712
Q62736	médecine générale	Q3505712
Q79928	médecine générale	Q3505712
Q131742	médecine générale	Q3505712
Q186470	médecine générale	Q3505712
Q229256	médecine générale	Q3505712
Q2141001	médecine générale	Q3505712
Q3025883	médecine générale	Q3505712
Q752216	médecine générale	Q3505712
Q768888	médecine générale	Q3505712
Q816422	médecine générale	Q3505712
Q835061	médecine générale	Q3505712
Q14509067	médecine générale	Q3505712
Q1371405	médecine générale	Q3505712
Q743545	Immuno-hématologie	Q3149134
Q96199399	soins primaires	Q3259956
Q5113997	Médecine équine	Q3332477
Q673083	stomatologie	Q3673891
Q838145	stomatologie	Q3673891
Q841989	stomatologie	Q3673891
Q911386	stomatologie	Q3673891
Q1084600	stomatologie	Q3673891
Q1427959	stomatologie	Q3673891
Q1981315	stomatologie	Q3673891
Q2504473	stomatologie	Q3673891
Q3567797	stomatologie	Q3673891
Q182413	narcologie	Q4313186
Q18554152	narcologie	Q4313186
Q18555102	narcologie	Q4313186
Q18557338	narcologie	Q4313186
Q18557963	narcologie	Q4313186
Q15043325	narcologie	Q4313186
Q2151786	narcologie	Q4313186
Q7632070	narcologie	Q4313186
Q3184856	narcologie	Q4313186
Q3378593	narcologie	Q4313186
Q4062514	narcologie	Q4313186
Q13036777	narcologie	Q4313186
Q4134457	narcologie	Q4313186
Q4261984	narcologie	Q4313186
Q4362373	narcologie	Q4313186
Q644364	stomatologie	Q3673891
Q189956	stomatologie	Q3673891
Q230047	stomatologie	Q3673891
Q539465	stomatologie	Q3673891
Q124604	procédures de chirurgie digestive	Q5275614
Q2151786	addictologie	Q4681117
Q1343645	procédures de chirurgie digestive	Q5275614
Q18554272	rhumatologie	Q327657
Q18554337	rhumatologie	Q327657
Q18554549	rhumatologie	Q327657
Q18554660	rhumatologie	Q327657
Q18554843	rhumatologie	Q327657
Q18554846	rhumatologie	Q327657
Q18554872	rhumatologie	Q327657
Q18554922	rhumatologie	Q327657
Q18554923	rhumatologie	Q327657
Q18554990	rhumatologie	Q327657
Q18555116	rhumatologie	Q327657
Q18555298	rhumatologie	Q327657
Q18556086	rhumatologie	Q327657
Q18556238	rhumatologie	Q327657
Q18556303	rhumatologie	Q327657
Q18556352	rhumatologie	Q327657
Q18556403	rhumatologie	Q327657
Q18556858	rhumatologie	Q327657
Q18558067	rhumatologie	Q327657
Q18558109	rhumatologie	Q327657
Q18558213	rhumatologie	Q327657
Q18558222	rhumatologie	Q327657
Q18604563	rhumatologie	Q327657
Q32139600	rhumatologie	Q327657
Q32146709	rhumatologie	Q327657
Q18975957	rhumatologie	Q327657
Q19001412	rhumatologie	Q327657
Q54911224	rhumatologie	Q327657
Q54911677	rhumatologie	Q327657
Q54927356	rhumatologie	Q327657
Q54928386	rhumatologie	Q327657
Q54930822	rhumatologie	Q327657
Q54932080	rhumatologie	Q327657
Q54943715	rhumatologie	Q327657
Q54943948	rhumatologie	Q327657
Q54944124	rhumatologie	Q327657
Q54945704	rhumatologie	Q327657
Q47108021	rhumatologie	Q327657
Q40103033	rhumatologie	Q327657
Q126691	obstétrique	Q5284418
Q388113	obstétrique	Q5284418
Q390217	obstétrique	Q5284418
Q517856	obstétrique	Q5284418
Q552348	obstétrique	Q5284418
Q754348	obstétrique	Q5284418
Q976163	obstétrique	Q5284418
Q1144406	obstétrique	Q5284418
Q1471410	obstétrique	Q5284418
Q1563513	obstétrique	Q5284418
Q1671598	obstétrique	Q5284418
Q2099138	obstétrique	Q5284418
Q8280	obstétrique	Q5284418
Q16488	obstétrique	Q5284418
Q25787	obstétrique	Q5284418
Q28693	obstétrique	Q5284418
Q61335	obstétrique	Q5284418
Q2496447	obstétrique	Q5284418
Q2563414	obstétrique	Q5284418
Q3150711	obstétrique	Q5284418
Q4677929	obstétrique	Q5284418
Q2694437	obstétrique	Q5284418
Q2938089	obstétrique	Q5284418
Q54945820	rhumatologie	Q327657
Q54947001	rhumatologie	Q327657
Q54973753	rhumatologie	Q327657
Q54974057	rhumatologie	Q327657
Q55082242	rhumatologie	Q327657
Q55082435	rhumatologie	Q327657
Q55082472	rhumatologie	Q327657
Q55082479	rhumatologie	Q327657
Q55082490	rhumatologie	Q327657
Q55083352	rhumatologie	Q327657
Q55092851	rhumatologie	Q327657
Q55093178	rhumatologie	Q327657
Q55093289	rhumatologie	Q327657
Q55950294	rhumatologie	Q327657
Q179399	médecine de la reproduction et endocrinologie gynécologique	Q17145564
Q1102300	parasitologie médicale	Q10344696
Q653200	médecine podiatrique	Q18011356
Q938983	médecine podiatrique	Q18011356
Q58833947	pneumologie	Q203337
Q58833963	pneumologie	Q203337
Q55093324	pneumologie	Q203337
Q612093	oncologie gynécologique	Q5625186
Q745550	oncologie gynécologique	Q5625186
Q1076481	oncologie gynécologique	Q5625186
Q207087	maïeutique	Q20862341
Q1128440	maladie infectieuse	Q18123741
Q18912826	orthopédie	Q216685
Q1066265	orthopédie	Q216685
Q1097028	orthopédie	Q216685
Q1154055	orthopédie	Q216685
Q1456403	orthopédie	Q216685
Q1478321	orthopédie	Q216685
Q1558317	orthopédie	Q216685
Q1660341	orthopédie	Q216685
Q1688105	orthopédie	Q216685
Q1968751	orthopédie	Q216685
Q2000072	orthopédie	Q216685
Q332293	orthopédie	Q216685
Q351708	orthopédie	Q216685
Q503629	orthopédie	Q216685
Q973524	orthopédie	Q216685
Q18555294	oncologie	Q162555
Q18555315	oncologie	Q162555
Q18555316	oncologie	Q162555
Q18555317	oncologie	Q162555
Q18555321	oncologie	Q162555
Q18555324	oncologie	Q162555
Q18555342	oncologie	Q162555
Q18555358	oncologie	Q162555
Q18555361	oncologie	Q162555
Q18555369	oncologie	Q162555
Q18555400	oncologie	Q162555
Q18555918	oncologie	Q162555
Q18555942	oncologie	Q162555
Q2569523	chirurgie cardiaque	Q235007
Q844935	chirurgie cardiaque	Q235007
Q1544884	neurologie	Q83042
Q1571398	neurologie	Q83042
Q1573307	neurologie	Q83042
Q1585081	neurologie	Q83042
Q1609737	neurologie	Q83042
Q1620193	neurologie	Q83042
Q1620206	neurologie	Q83042
Q1629483	neurologie	Q83042
Q1634879	neurologie	Q83042
Q1636310	neurologie	Q83042
Q1648484	neurologie	Q83042
Q1656793	neurologie	Q83042
Q1665961	neurologie	Q83042
Q18554265	oncologie	Q162555
Q18554275	oncologie	Q162555
Q18554283	oncologie	Q162555
Q18554288	oncologie	Q162555
Q18554321	oncologie	Q162555
Q18554371	oncologie	Q162555
Q18554372	oncologie	Q162555
Q18554411	oncologie	Q162555
Q18554417	oncologie	Q162555
Q18554456	oncologie	Q162555
Q18554457	oncologie	Q162555
Q18554460	oncologie	Q162555
Q18554469	oncologie	Q162555
Q18554477	oncologie	Q162555
Q18554494	oncologie	Q162555
Q18554524	oncologie	Q162555
Q18554530	oncologie	Q162555
Q18554532	oncologie	Q162555
Q18554546	oncologie	Q162555
Q18554553	oncologie	Q162555
Q18554557	oncologie	Q162555
Q18554565	oncologie	Q162555
Q18554604	oncologie	Q162555
Q18554645	oncologie	Q162555
Q18554652	oncologie	Q162555
Q18554669	oncologie	Q162555
Q18554751	oncologie	Q162555
Q18554790	oncologie	Q162555
Q18554796	oncologie	Q162555
Q18554826	oncologie	Q162555
Q18554830	oncologie	Q162555
Q18554857	oncologie	Q162555
Q18554866	oncologie	Q162555
Q18554867	oncologie	Q162555
Q18554864	oncologie	Q162555
Q18554868	oncologie	Q162555
Q18554869	oncologie	Q162555
Q18554878	oncologie	Q162555
Q18554882	oncologie	Q162555
Q18554887	oncologie	Q162555
Q18554902	oncologie	Q162555
Q18554903	oncologie	Q162555
Q18554910	oncologie	Q162555
Q18554913	oncologie	Q162555
Q18554919	oncologie	Q162555
Q18554922	oncologie	Q162555
Q18554923	oncologie	Q162555
Q18554931	oncologie	Q162555
Q18554948	oncologie	Q162555
Q18554955	oncologie	Q162555
Q18554961	oncologie	Q162555
Q18554965	oncologie	Q162555
Q18554992	oncologie	Q162555
Q18555004	oncologie	Q162555
Q18555023	oncologie	Q162555
Q18555025	oncologie	Q162555
Q18555054	oncologie	Q162555
Q18555061	oncologie	Q162555
Q18555071	oncologie	Q162555
Q18555074	oncologie	Q162555
Q18555079	oncologie	Q162555
Q18555105	oncologie	Q162555
Q18555112	oncologie	Q162555
Q18555125	oncologie	Q162555
Q18555131	oncologie	Q162555
Q18555128	oncologie	Q162555
Q18555134	oncologie	Q162555
Q18555143	oncologie	Q162555
Q18555146	oncologie	Q162555
Q18555150	oncologie	Q162555
Q18555152	oncologie	Q162555
Q18555159	oncologie	Q162555
Q18555157	oncologie	Q162555
Q18555162	oncologie	Q162555
Q18555197	oncologie	Q162555
Q18555206	oncologie	Q162555
Q18555205	oncologie	Q162555
Q18555222	oncologie	Q162555
Q18555240	oncologie	Q162555
Q18555254	oncologie	Q162555
Q18555257	oncologie	Q162555
Q18555269	oncologie	Q162555
Q18555274	oncologie	Q162555
Q18555280	oncologie	Q162555
Q18555287	oncologie	Q162555
Q18555285	oncologie	Q162555
Q18555293	oncologie	Q162555
Q69642903	génétique médicale	Q1071953
Q63762876	génétique médicale	Q1071953
Q54943934	génétique médicale	Q1071953
Q54945742	génétique médicale	Q1071953
Q55093233	génétique médicale	Q1071953
Q615363	rhumatologie	Q327657
Q624398	rhumatologie	Q327657
Q625935	rhumatologie	Q327657
Q632228	rhumatologie	Q327657
Q644318	rhumatologie	Q327657
Q684840	rhumatologie	Q327657
Q692536	rhumatologie	Q327657
Q707816	rhumatologie	Q327657
Q708176	rhumatologie	Q327657
Q742762	rhumatologie	Q327657
Q744305	rhumatologie	Q327657
Q745162	rhumatologie	Q327657
Q746001	rhumatologie	Q327657
Q763356	rhumatologie	Q327657
Q779203	rhumatologie	Q327657
Q780629	rhumatologie	Q327657
Q826918	rhumatologie	Q327657
Q851693	rhumatologie	Q327657
Q860395	rhumatologie	Q327657
Q861224	rhumatologie	Q327657
Q866622	rhumatologie	Q327657
Q923339	rhumatologie	Q327657
Q938793	rhumatologie	Q327657
Q938983	rhumatologie	Q327657
Q974928	rhumatologie	Q327657
Q1034736	rhumatologie	Q327657
Q1056457	rhumatologie	Q327657
Q1063085	rhumatologie	Q327657
Q1066265	rhumatologie	Q327657
Q1076086	rhumatologie	Q327657
Q1095925	rhumatologie	Q327657
Q1103561	rhumatologie	Q327657
Q1106923	rhumatologie	Q327657
Q1110590	rhumatologie	Q327657
Q1127727	rhumatologie	Q327657
Q1132056	rhumatologie	Q327657
Q1144618	rhumatologie	Q327657
Q1154055	rhumatologie	Q327657
Q1161568	rhumatologie	Q327657
Q1178507	rhumatologie	Q327657
Q1187697	rhumatologie	Q327657
Q1286848	rhumatologie	Q327657
Q1327700	rhumatologie	Q327657
Q1330254	rhumatologie	Q327657
Q1384176	rhumatologie	Q327657
Q1404470	rhumatologie	Q327657
Q1410831	rhumatologie	Q327657
Q1410851	rhumatologie	Q327657
Q209733	rhumatologie	Q327657
Q335555	rhumatologie	Q327657
Q418418	rhumatologie	Q327657
Q432462	rhumatologie	Q327657
Q478389	rhumatologie	Q327657
Q499574	rhumatologie	Q327657
Q511097	rhumatologie	Q327657
Q517202	rhumatologie	Q327657
Q538432	rhumatologie	Q327657
Q540571	rhumatologie	Q327657
Q555868	rhumatologie	Q327657
Q559082	rhumatologie	Q327657
Q568865	rhumatologie	Q327657
Q578257	rhumatologie	Q327657
Q595083	rhumatologie	Q327657
Q3518022	traumatologie	Q376680
Q280156	médecine de la reproduction	Q351870
Q736599	médecine de la reproduction	Q351870
Q1412657	rhumatologie	Q327657
Q1424509	rhumatologie	Q327657
Q1425208	rhumatologie	Q327657
Q1433212	rhumatologie	Q327657
Q1446169	rhumatologie	Q327657
Q1456403	rhumatologie	Q327657
Q1477265	rhumatologie	Q327657
Q1480377	rhumatologie	Q327657
Q1499629	rhumatologie	Q327657
Q1515163	rhumatologie	Q327657
Q1522871	rhumatologie	Q327657
Q1538277	rhumatologie	Q327657
Q1622407	rhumatologie	Q327657
Q1632552	rhumatologie	Q327657
Q1634800	rhumatologie	Q327657
Q1641042	rhumatologie	Q327657
Q1641153	rhumatologie	Q327657
Q3928626	mastologie	Q472607
Q10267833	médecine psychosomatique	Q473867
Q4959796	mastologie	Q472607
Q461857	chirurgie maxillo-faciale	Q504033
Q568865	chirurgie maxillo-faciale	Q504033
Q592804	chirurgie maxillo-faciale	Q504033
Q866622	chirurgie maxillo-faciale	Q504033
Q946882	chirurgie maxillo-faciale	Q504033
Q948056	chirurgie maxillo-faciale	Q504033
Q1143025	chirurgie maxillo-faciale	Q504033
Q7405738	gynécologie	Q1221899
Q3333223	gynécologie	Q1221899
Q17001349	gynécologie	Q1221899
Q17009830	gynécologie	Q1221899
Q4222298	gynécologie	Q1221899
Q18211695	gynécologie	Q1221899
Q4959796	gynécologie	Q1221899
Q5442760	gynécologie	Q1221899
Q5581327	gynécologie	Q1221899
Q5018774	chirurgie maxillo-faciale	Q504033
Q5160427	chirurgie maxillo-faciale	Q504033
Q5563106	chirurgie maxillo-faciale	Q504033
Q14515911	chirurgie maxillo-faciale	Q504033
Q5696358	chirurgie maxillo-faciale	Q504033
Q10282075	chirurgie maxillo-faciale	Q504033
Q1549421	chirurgie maxillo-faciale	Q504033
Q1985225	chirurgie maxillo-faciale	Q504033
Q2016786	chirurgie maxillo-faciale	Q504033
Q2085187	chirurgie maxillo-faciale	Q504033
Q2487710	chirurgie maxillo-faciale	Q504033
Q2561844	chirurgie maxillo-faciale	Q504033
Q11546777	chirurgie maxillo-faciale	Q504033
Q7077950	chirurgie maxillo-faciale	Q504033
Q16606552	chirurgie maxillo-faciale	Q504033
Q3368715	chirurgie maxillo-faciale	Q504033
Q17144183	chirurgie maxillo-faciale	Q504033
Q17152566	chirurgie maxillo-faciale	Q504033
Q4335554	chirurgie maxillo-faciale	Q504033
Q167050	andrologie	Q335057
Q18554834	andrologie	Q335057
Q1593114	andrologie	Q335057
Q674461	médecine environnementale	Q512285
Q1072290	médecine environnementale	Q512285
Q1060827	angiologie	Q539690
Q1266890	angiologie	Q539690
Q1592207	angiologie	Q539690
Q203115	angiologie	Q539690
Q261327	angiologie	Q539690
Q486090	angiologie	Q539690
Q489997	angiologie	Q539690
Q539491	angiologie	Q539690
Q644318	angiologie	Q539690
Q137597	médecine tropicale	Q1365243
Q388646	médecine tropicale	Q1365243
Q5319350	médecine de la plongée	Q1423517
Q1367304	médecine de la plongée	Q1423517
Q378681	chirurgie vasculaire	Q1498222
Q593958	chirurgie vasculaire	Q1498222
Q616003	chirurgie vasculaire	Q1498222
Q1097957	chirurgie vasculaire	Q1498222
Q2256736	chirurgie vasculaire	Q1498222
Q3030636	chirurgie vasculaire	Q1498222
Q188151	chirurgie vasculaire	Q1498222
Q189389	chirurgie vasculaire	Q1498222
Q261327	chirurgie vasculaire	Q1498222
Q3241451	bariatrie	Q1470093
Q659033	chirurgie pédiatrique	Q1430816
Q31895802	médecine militaire	Q1480945
Q1365937	Médecine spatiale	Q1430622
Q160653	périnatalogie	Q582071
Q181923	pédopsychiatrie	Q1741745
Q596474	pédopsychiatrie	Q1741745
Q186676	phoniatrie	Q1501272
Q862872	neuropathologie	Q1650750
Q4362373	alcoologie	Q1730955
Q20387775	pneumologie	Q203337
Q18554294	pneumologie	Q203337
Q18554422	pneumologie	Q203337
Q18554512	pneumologie	Q203337
Q18554532	pneumologie	Q203337
Q18554536	pneumologie	Q203337
Q18554553	pneumologie	Q203337
Q18554712	pneumologie	Q203337
Q18554739	pneumologie	Q203337
Q18554844	pneumologie	Q203337
Q18554873	pneumologie	Q203337
Q18554970	pneumologie	Q203337
Q18554971	pneumologie	Q203337
Q18555052	pneumologie	Q203337
Q18555128	pneumologie	Q203337
Q18555171	pneumologie	Q203337
Q18555344	pneumologie	Q203337
Q18556020	pneumologie	Q203337
Q18556111	pneumologie	Q203337
Q18556109	pneumologie	Q203337
Q18556999	pneumologie	Q203337
Q18557753	pneumologie	Q203337
Q18557951	pneumologie	Q203337
Q18558008	pneumologie	Q203337
Q18558104	pneumologie	Q203337
Q18558110	pneumologie	Q203337
Q18558149	pneumologie	Q203337
Q18558209	pneumologie	Q203337
Q23037744	pneumologie	Q203337
Q18928105	pneumologie	Q203337
Q18928323	pneumologie	Q203337
Q18971555	pneumologie	Q203337
Q19000544	pneumologie	Q203337
Q54946623	pneumologie	Q203337
Q54972627	pneumologie	Q203337
Q55082207	pneumologie	Q203337
Q55082332	pneumologie	Q203337
Q55083528	pneumologie	Q203337
Q55092923	pneumologie	Q203337
Q23808336	pneumologie	Q203337
Q465016	tabacologie	Q1898664
Q265936	pédiatre	Q1919436
Q3030745	helminthologie	Q1976068
Q388646	helminthologie	Q1976068
Q1627831	chirurgie orale	Q2027981
Q720020	Oncology	Q2016300
Q1210303	helminthologie	Q1976068
Q7135955	pneumologie	Q203337
Q7204730	pneumologie	Q203337
Q7204732	pneumologie	Q203337
Q7205992	pneumologie	Q203337
Q7259546	pneumologie	Q203337
Q11884185	pneumologie	Q203337
Q7515484	pneumologie	Q203337
Q7631130	pneumologie	Q203337
Q16606552	pneumologie	Q203337
Q12167939	pneumologie	Q203337
Q12301086	pneumologie	Q203337
Q7841014	pneumologie	Q203337
Q7920253	pneumologie	Q203337
Q16977260	pneumologie	Q203337
Q4438017	pneumologie	Q203337
Q4501726	pneumologie	Q203337
Q4677915	pneumologie	Q203337
Q4841462	pneumologie	Q203337
Q18345704	pneumologie	Q203337
Q5090486	pneumologie	Q203337
Q18553224	pneumologie	Q203337
Q18553357	pneumologie	Q203337
Q18553676	pneumologie	Q203337
Q18553763	pneumologie	Q203337
Q18553764	pneumologie	Q203337
Q18553765	pneumologie	Q203337
Q18553840	pneumologie	Q203337
Q18553870	pneumologie	Q203337
Q18553869	pneumologie	Q203337
Q18553873	pneumologie	Q203337
Q18553934	pneumologie	Q203337
Q18553935	pneumologie	Q203337
Q18553936	pneumologie	Q203337
Q18553937	pneumologie	Q203337
Q18554030	pneumologie	Q203337
Q18554056	pneumologie	Q203337
Q18554101	pneumologie	Q203337
Q18554241	pneumologie	Q203337
Q5265029	pneumologie	Q203337
Q5560415	pneumologie	Q203337
Q10591185	pneumologie	Q203337
Q6137239	pneumologie	Q203337
Q15124212	pneumologie	Q203337
Q15401586	pneumologie	Q203337
Q7131598	nutrition	Q2138622
Q4138763	nutrition	Q2138622
Q4138764	nutrition	Q2138622
Q1093815	nutrition	Q2138622
Q1361144	nutrition	Q2138622
Q1890194	nutrition	Q2138622
Q16956975	nutrition	Q2138622
Q9051491	nutrition	Q2138622
Q18556623	nutrition	Q2138622
Q18557946	nutrition	Q2138622
Q18557945	nutrition	Q2138622
Q54945704	nutrition	Q2138622
Q54972217	nutrition	Q2138622
Q22443766	endocrinologie	Q162606
Q18554151	endocrinologie	Q162606
Q18554260	endocrinologie	Q162606
Q18554279	endocrinologie	Q162606
Q18554320	endocrinologie	Q162606
Q18554463	endocrinologie	Q162606
Q18554465	endocrinologie	Q162606
Q18554552	endocrinologie	Q162606
Q18554573	endocrinologie	Q162606
Q18554691	endocrinologie	Q162606
Q18554734	endocrinologie	Q162606
Q18554746	endocrinologie	Q162606
Q18554759	endocrinologie	Q162606
Q18554797	endocrinologie	Q162606
Q18554938	endocrinologie	Q162606
Q18555024	endocrinologie	Q162606
Q18555048	endocrinologie	Q162606
Q18555096	endocrinologie	Q162606
Q18555162	endocrinologie	Q162606
Q18555183	endocrinologie	Q162606
Q18555222	endocrinologie	Q162606
Q18555257	endocrinologie	Q162606
Q18555385	endocrinologie	Q162606
Q18556069	endocrinologie	Q162606
Q18556127	endocrinologie	Q162606
Q18556131	endocrinologie	Q162606
Q18556224	endocrinologie	Q162606
Q18556319	endocrinologie	Q162606
Q18556544	endocrinologie	Q162606
Q18556614	endocrinologie	Q162606
Q18556740	endocrinologie	Q162606
Q18557017	endocrinologie	Q162606
Q18557191	endocrinologie	Q162606
Q18557427	endocrinologie	Q162606
Q18557438	endocrinologie	Q162606
Q18558086	endocrinologie	Q162606
Q18967477	endocrinologie	Q162606
Q19000660	endocrinologie	Q162606
Q29982071	endocrinologie	Q162606
Q22467774	endocrinologie	Q162606
Q58833962	endocrinologie	Q162606
Q32147145	endocrinologie	Q162606
Q50349677	endocrinologie	Q162606
Q50357588	endocrinologie	Q162606
Q54911504	endocrinologie	Q162606
Q54911710	endocrinologie	Q162606
Q54943822	endocrinologie	Q162606
Q54943934	endocrinologie	Q162606
Q54943978	endocrinologie	Q162606
Q54944059	endocrinologie	Q162606
Q54945704	endocrinologie	Q162606
Q54945966	endocrinologie	Q162606
Q54973435	endocrinologie	Q162606
Q28564860	endocrinologie	Q162606
Q55787784	endocrinologie	Q162606
Q55950294	endocrinologie	Q162606
Q1423167	phlébologie	Q2440756
Q645363	médecine physique et de réadaptation	Q2678675
Q736776	médecine physique et de réadaptation	Q2678675
Q1132056	médecine physique et de réadaptation	Q2678675
Q1505689	médecine physique et de réadaptation	Q2678675
Q3642764	médecine physique et de réadaptation	Q2678675
Q68854	médecine d'urgence	Q2861470
Q127664	médecine d'urgence	Q2861470
Q202837	médecine d'urgence	Q2861470
Q203601	médecine d'urgence	Q2861470
Q247131	médecine d'urgence	Q2861470
Q309067	médecine d'urgence	Q2861470
Q344873	médecine d'urgence	Q2861470
Q368562	médecine d'urgence	Q2861470
Q387175	médecine d'urgence	Q2861470
Q408089	médecine d'urgence	Q2861470
Q460591	médecine d'urgence	Q2861470
Q648982	médecine d'urgence	Q2861470
Q653383	médecine d'urgence	Q2861470
Q693442	médecine d'urgence	Q2861470
Q712320	médecine d'urgence	Q2861470
Q740731	médecine d'urgence	Q2861470
Q917069	médecine d'urgence	Q2861470
Q1016288	médecine d'urgence	Q2861470
Q1036696	médecine d'urgence	Q2861470
Q1061988	médecine d'urgence	Q2861470
Q1129007	médecine d'urgence	Q2861470
Q1191065	médecine d'urgence	Q2861470
Q1194520	médecine d'urgence	Q2861470
Q1275814	médecine d'urgence	Q2861470
Q1286499	médecine d'urgence	Q2861470
Q1320276	médecine d'urgence	Q2861470
Q1350326	médecine d'urgence	Q2861470
Q1367304	médecine d'urgence	Q2861470
Q1415275	médecine d'urgence	Q2861470
Q1424956	médecine d'urgence	Q2861470
Q1585081	médecine d'urgence	Q2861470
Q1687472	médecine d'urgence	Q2861470
Q1746068	médecine d'urgence	Q2861470
Q1778968	médecine d'urgence	Q2861470
Q2045954	médecine d'urgence	Q2861470
Q2068896	médecine d'urgence	Q2861470
Q12090	médecine d'urgence	Q2861470
Q33121	médecine d'urgence	Q2861470
Q2170663	médecine d'urgence	Q2861470
Q2517861	médecine d'urgence	Q2861470
Q2625993	médecine d'urgence	Q2861470
Q2933021	médecine d'urgence	Q2861470
Q3074499	médecine d'urgence	Q2861470
Q3144949	médecine d'urgence	Q2861470
Q3153686	médecine d'urgence	Q2861470
Q3264425	médecine d'urgence	Q2861470
Q3377653	médecine d'urgence	Q2861470
Q3961701	médecine d'urgence	Q2861470
Q4223496	médecine d'urgence	Q2861470
Q27674899	génétique médicale	Q1071953
Q27674902	génétique médicale	Q1071953
Q27674903	génétique médicale	Q1071953
Q27674901	génétique médicale	Q1071953
Q27674906	génétique médicale	Q1071953
Q27674907	génétique médicale	Q1071953
Q27674904	génétique médicale	Q1071953
Q27674905	génétique médicale	Q1071953
Q27674908	génétique médicale	Q1071953
Q27674909	génétique médicale	Q1071953
Q27674912	génétique médicale	Q1071953
Q27674942	génétique médicale	Q1071953
Q27674940	génétique médicale	Q1071953
Q27674944	génétique médicale	Q1071953
Q27677619	génétique médicale	Q1071953
Q27677622	génétique médicale	Q1071953
Q27677623	génétique médicale	Q1071953
Q27677620	génétique médicale	Q1071953
Q27677621	génétique médicale	Q1071953
Q27677624	génétique médicale	Q1071953
Q27677638	génétique médicale	Q1071953
Q27677639	génétique médicale	Q1071953
Q27677677	génétique médicale	Q1071953
Q27677691	génétique médicale	Q1071953
Q27677694	génétique médicale	Q1071953
Q27677692	génétique médicale	Q1071953
Q27677693	génétique médicale	Q1071953
Q27677735	génétique médicale	Q1071953
Q27677738	génétique médicale	Q1071953
Q27677739	génétique médicale	Q1071953
Q27677736	génétique médicale	Q1071953
Q27677737	génétique médicale	Q1071953
Q27677742	génétique médicale	Q1071953
Q27677743	génétique médicale	Q1071953
Q27677740	génétique médicale	Q1071953
Q27677741	génétique médicale	Q1071953
