diseaseUri	CIS	CISLabel
Q1641062	CIS65081377	SEVELAMER CARBONATE SANDOZ 800 mg, comprimé pelliculé
Q1641062	CIS66162540	SEVELAMER CARBONATE EG 800 mg, comprimé pelliculé
Q1641062	CIS68950692	RENAGEL 800 mg, comprimé pelliculé
Q1641062	CIS67392245	RENVELA 2,4 g, poudre pour suspension buvable
Q372701	CIS69671343	CARBOPLATINE MYLAN 10 mg/ml, solution pour perfusion
Q372701	CIS69067841	CARBOPLATINE ACCORD 10 mg/ml, solution pour perfusion
Q504775	CIS69671343	CARBOPLATINE MYLAN 10 mg/ml, solution pour perfusion
Q504775	CIS69067841	CARBOPLATINE ACCORD 10 mg/ml, solution pour perfusion
Q549534	CIS69671343	CARBOPLATINE MYLAN 10 mg/ml, solution pour perfusion
Q549534	CIS69067841	CARBOPLATINE ACCORD 10 mg/ml, solution pour perfusion
Q1138590	CIS69671343	CARBOPLATINE MYLAN 10 mg/ml, solution pour perfusion
Q1138590	CIS69067841	CARBOPLATINE ACCORD 10 mg/ml, solution pour perfusion
Q1524940	CIS69671343	CARBOPLATINE MYLAN 10 mg/ml, solution pour perfusion
Q1524940	CIS69067841	CARBOPLATINE ACCORD 10 mg/ml, solution pour perfusion
Q1671685	CIS69671343	CARBOPLATINE MYLAN 10 mg/ml, solution pour perfusion
Q1671685	CIS69067841	CARBOPLATINE ACCORD 10 mg/ml, solution pour perfusion
Q1783924	CIS69671343	CARBOPLATINE MYLAN 10 mg/ml, solution pour perfusion
Q1783924	CIS69067841	CARBOPLATINE ACCORD 10 mg/ml, solution pour perfusion
Q2626074	CIS69671343	CARBOPLATINE MYLAN 10 mg/ml, solution pour perfusion
Q2626074	CIS69067841	CARBOPLATINE ACCORD 10 mg/ml, solution pour perfusion
Q3658562	CIS69671343	CARBOPLATINE MYLAN 10 mg/ml, solution pour perfusion
Q3658562	CIS69067841	CARBOPLATINE ACCORD 10 mg/ml, solution pour perfusion
Q5749020	CIS69671343	CARBOPLATINE MYLAN 10 mg/ml, solution pour perfusion
Q5749020	CIS69067841	CARBOPLATINE ACCORD 10 mg/ml, solution pour perfusion
Q18348812	CIS69671343	CARBOPLATINE MYLAN 10 mg/ml, solution pour perfusion
Q18348812	CIS69067841	CARBOPLATINE ACCORD 10 mg/ml, solution pour perfusion
Q18554460	CIS69671343	CARBOPLATINE MYLAN 10 mg/ml, solution pour perfusion
Q18554460	CIS69067841	CARBOPLATINE ACCORD 10 mg/ml, solution pour perfusion
Q18554882	CIS69671343	CARBOPLATINE MYLAN 10 mg/ml, solution pour perfusion
Q18554882	CIS69067841	CARBOPLATINE ACCORD 10 mg/ml, solution pour perfusion
Q18554913	CIS69671343	CARBOPLATINE MYLAN 10 mg/ml, solution pour perfusion
Q18554913	CIS69067841	CARBOPLATINE ACCORD 10 mg/ml, solution pour perfusion
Q18555221	CIS69671343	CARBOPLATINE MYLAN 10 mg/ml, solution pour perfusion
Q18555221	CIS69067841	CARBOPLATINE ACCORD 10 mg/ml, solution pour perfusion
Q18555222	CIS69671343	CARBOPLATINE MYLAN 10 mg/ml, solution pour perfusion
Q18555222	CIS69067841	CARBOPLATINE ACCORD 10 mg/ml, solution pour perfusion
Q18555254	CIS69671343	CARBOPLATINE MYLAN 10 mg/ml, solution pour perfusion
Q18555254	CIS69067841	CARBOPLATINE ACCORD 10 mg/ml, solution pour perfusion
Q18556002	CIS69671343	CARBOPLATINE MYLAN 10 mg/ml, solution pour perfusion
Q18556002	CIS69067841	CARBOPLATINE ACCORD 10 mg/ml, solution pour perfusion
Q18556020	CIS69671343	CARBOPLATINE MYLAN 10 mg/ml, solution pour perfusion
Q18556020	CIS69067841	CARBOPLATINE ACCORD 10 mg/ml, solution pour perfusion
Q18556109	CIS69671343	CARBOPLATINE MYLAN 10 mg/ml, solution pour perfusion
Q18556109	CIS69067841	CARBOPLATINE ACCORD 10 mg/ml, solution pour perfusion
Q18556145	CIS69671343	CARBOPLATINE MYLAN 10 mg/ml, solution pour perfusion
Q18556145	CIS69067841	CARBOPLATINE ACCORD 10 mg/ml, solution pour perfusion
Q18556569	CIS69671343	CARBOPLATINE MYLAN 10 mg/ml, solution pour perfusion
Q18556569	CIS69067841	CARBOPLATINE ACCORD 10 mg/ml, solution pour perfusion
Q18557394	CIS69671343	CARBOPLATINE MYLAN 10 mg/ml, solution pour perfusion
Q18557394	CIS69067841	CARBOPLATINE ACCORD 10 mg/ml, solution pour perfusion
Q28757362	CIS69671343	CARBOPLATINE MYLAN 10 mg/ml, solution pour perfusion
Q28757362	CIS69067841	CARBOPLATINE ACCORD 10 mg/ml, solution pour perfusion
Q55998694	CIS69671343	CARBOPLATINE MYLAN 10 mg/ml, solution pour perfusion
Q55998694	CIS69067841	CARBOPLATINE ACCORD 10 mg/ml, solution pour perfusion
Q172941	CIS64103828	MOPRAL 20 mg, gélule gastro-résistante
Q172941	CIS63404013	ZOLTUM 20 mg, gélule gastro-résistante
Q172941	CIS63976904	OMEPRAZOLE PHR LAB 10 mg, gélule gastro-résistante
Q172941	CIS63777845	OMEPRAZOLE RATIO 20 mg, gélule gastro-résistante
Q172941	CIS61337968	OMEPRAZOLE ACTAVIS 20 mg, gélule gastro-résistante
Q172941	CIS62943125	OMEPRAZOLE SANDOZ 20 mg, gélule gastro-résistante
Q172941	CIS63847628	OMEPRAZOLE TEVA 20 mg, gélule gastro-résistante
Q172941	CIS60670215	OMEPRAZOLE ARROW GENERIQUES 20 mg, gélule gastro-résistante
Q172941	CIS61193553	OMEPRAZOLE BIOGARAN CONSEIL 20 mg, gélule gastro-résistante
Q172941	CIS63373386	OMEPRAZOLE BOUCHARA-RECORDATI 20 mg, gélule gastro-résistante
Q172941	CIS64823562	OMEPRAZOLE RPG 20 mg, gélule gastro-résistante
Q172941	CIS64702984	OMEPRAZOLE PHR LAB 20 mg, gélule gastro-résistante
Q172941	CIS65665617	OMEPRAZOLE ARROW GENERIQUES 10 mg, gélule gastro-résistante
Q172941	CIS66229366	OMEPRAZOLE ZENTIVA 10 mg, gélule gastro-résistante
Q172941	CIS66042039	OMEPRAZOLE BOUCHARA RECORDATI 10 mg, gélule gastro-résistante
Q172941	CIS66181042	OMEPRAZOLE ACTAVIS 10 mg, gélule gastro-résistante
Q172941	CIS62543615	OMEPRAZOLE MYLAN PHARMA 10 mg, gélule gastro-résistante
Q172941	CIS61565950	OMEPRAZOLE ALTER 20 mg, gélule gastro-résistante
Q172941	CIS66443612	OMEPRAZOLE ISOMED 20 mg, gélule gastro-résistante
Q172941	CIS62044256	MOPRALPRO 20 mg, comprimé gastro-résistant
Q172941	CIS61624263	OMEPRAZOLE NEPENTHES 20 mg, gélule gastro-résistante
Q172941	CIS62967375	OMEPRAZOLE EVOLUGEN 10 mg, gélule gastro-résistante
Q172941	CIS60806188	OMEPRAZOLE ALMUS 20 mg, gélule gastro-résistante
Q172941	CIS62112248	OMEPRAZOLE CRISTERS PHARMA 20 mg, gélule gastro-résistante
Q172941	CIS61581456	OMEPRAZOLE KRKA 20 mg, gélule gastro-résistante
Q172941	CIS64997342	OMEPRAZOLE ARROW LAB 10 mg, gélule gastro-résistante
Q172941	CIS65658163	OMEPRAZOLE TEVA SANTE 10 mg, gélule gastro-résistante
Q172941	CIS65692233	OMEPRAZOLE TEVA SANTE 20 mg, gélule gastro-résistante
Q172941	CIS65830008	OMEPRAZOLE CRISTERS PHARMA 10 mg, gélule gastro-résistante
Q172941	CIS65231460	OMEPRAZOLE TEVA CONSEIL 20 mg, gélule gastro-résistante
Q172941	CIS64261479	OMEPRAZOLE RANBAXY 10 mg, gélule gastro-résistante
Q172941	CIS61490953	OMEPRAZOLE RANBAXY 20 mg, gélule gastro-résistante
Q172941	CIS62238446	OMEPRAZOLE ZYDUS FRANCE 20 mg, gélule gastro-résistante
Q172941	CIS63244391	OMEPRAZOLE ZENTIVA LAB 20 mg, gélule gastro-résistante
Q172941	CIS65204851	OMEPRAZOLE EVOLUGEN PHARMA 10 mg, gélule gastro-résistante
Q172941	CIS65789433	OMEPRAZOLE EVOLUGEN PHARMA 20 mg, gélule gastro-résistante
Q172941	CIS69276588	ZOLTUM 10 mg, gélule gastro-résistante
Q172941	CIS69606819	MOPRAL 10 mg, gélule gastro-résistante
Q172941	CIS67450136	OMEPRAZOLE BIOGARAN 10 mg, gélule gastro-résistante
Q172941	CIS67434947	OMEPRAZOLE TEVA 10 mg, gélule gastro-résistante
Q172941	CIS67319674	OMEPRAZOLE RPG 10 mg, gélule gastro-résistante
Q172941	CIS67234658	OMEPRAZOLE MYLAN 40 mg, poudre pour solution pour perfusion
Q172941	CIS67710783	OMEPRAZOLE CRISTERS 10 mg, gélule gastro-résistante
Q172941	CIS67995040	OMEPRAZOLE BIOGARAN 20 mg, gélule gastro-résistante
Q172941	CIS69036504	OMEPRAZOLE MYLAN CONSEIL 20 mg, gélule gastro-résistante
Q172941	CIS67293756	OMEPRAZOLE ZENTIVA 20 mg, gélule gastro-résistante
Q172941	CIS66772497	OMEPRAZOLE CRISTERS 20 mg, gélule gastro-résistante
Q172941	CIS69138295	OMEPRAZOLE ARROW 40 mg, poudre pour solution pour perfusion
Q172941	CIS69309166	OMEPRAZOLE ALTER 10 mg, gélule gastro-résistante
Q172941	CIS68748071	OMEPRAZOLE SANDOZ 10 mg, gélule gastro-résistante
Q172941	CIS68605333	OMEPRAZOLE ALMUS 10 mg, gélule gastro-résistante
Q172941	CIS68995940	OMEPRAZOLE SANDOZ CONSEIL 20 mg, gélule gastro-résistante
Q172941	CIS69291960	OMEPRAZOLE MYLAN PHARMA 20 mg, gélule gastro-résistante
Q172941	CIS69335481	OMEPRAZOLE ARROW LAB 20 mg, gélule gastro-résistante
Q172941	CIS69503071	OMEPRAZOLE EG 10 mg, gélule gastro-résistante
Q172941	CIS69792010	OMEPRAZOLE EG 20 mg, gélule gastro-résistante
Q172941	CIS67575816	OMEPRAZOLE ZYDUS FRANCE 10 mg, gélule gastro-résistante
Q172941	CIS69531932	OMEPRAZOLE ZENTIVA LAB 10 mg, gélule gastro-résistante
Q175827	CIS64103828	MOPRAL 20 mg, gélule gastro-résistante
Q175827	CIS63404013	ZOLTUM 20 mg, gélule gastro-résistante
Q175827	CIS63976904	OMEPRAZOLE PHR LAB 10 mg, gélule gastro-résistante
Q175827	CIS63777845	OMEPRAZOLE RATIO 20 mg, gélule gastro-résistante
Q175827	CIS61337968	OMEPRAZOLE ACTAVIS 20 mg, gélule gastro-résistante
Q175827	CIS62943125	OMEPRAZOLE SANDOZ 20 mg, gélule gastro-résistante
Q175827	CIS63847628	OMEPRAZOLE TEVA 20 mg, gélule gastro-résistante
Q175827	CIS60670215	OMEPRAZOLE ARROW GENERIQUES 20 mg, gélule gastro-résistante
Q175827	CIS61193553	OMEPRAZOLE BIOGARAN CONSEIL 20 mg, gélule gastro-résistante
Q175827	CIS63373386	OMEPRAZOLE BOUCHARA-RECORDATI 20 mg, gélule gastro-résistante
Q175827	CIS64823562	OMEPRAZOLE RPG 20 mg, gélule gastro-résistante
Q175827	CIS64702984	OMEPRAZOLE PHR LAB 20 mg, gélule gastro-résistante
Q175827	CIS65665617	OMEPRAZOLE ARROW GENERIQUES 10 mg, gélule gastro-résistante
Q175827	CIS66229366	OMEPRAZOLE ZENTIVA 10 mg, gélule gastro-résistante
Q175827	CIS66042039	OMEPRAZOLE BOUCHARA RECORDATI 10 mg, gélule gastro-résistante
Q175827	CIS66181042	OMEPRAZOLE ACTAVIS 10 mg, gélule gastro-résistante
Q175827	CIS62543615	OMEPRAZOLE MYLAN PHARMA 10 mg, gélule gastro-résistante
Q175827	CIS61565950	OMEPRAZOLE ALTER 20 mg, gélule gastro-résistante
Q175827	CIS66443612	OMEPRAZOLE ISOMED 20 mg, gélule gastro-résistante
Q175827	CIS62044256	MOPRALPRO 20 mg, comprimé gastro-résistant
Q175827	CIS61624263	OMEPRAZOLE NEPENTHES 20 mg, gélule gastro-résistante
Q175827	CIS62967375	OMEPRAZOLE EVOLUGEN 10 mg, gélule gastro-résistante
Q175827	CIS60806188	OMEPRAZOLE ALMUS 20 mg, gélule gastro-résistante
Q175827	CIS62112248	OMEPRAZOLE CRISTERS PHARMA 20 mg, gélule gastro-résistante
Q175827	CIS61581456	OMEPRAZOLE KRKA 20 mg, gélule gastro-résistante
Q175827	CIS64997342	OMEPRAZOLE ARROW LAB 10 mg, gélule gastro-résistante
Q175827	CIS65658163	OMEPRAZOLE TEVA SANTE 10 mg, gélule gastro-résistante
Q175827	CIS65692233	OMEPRAZOLE TEVA SANTE 20 mg, gélule gastro-résistante
Q175827	CIS65830008	OMEPRAZOLE CRISTERS PHARMA 10 mg, gélule gastro-résistante
Q175827	CIS65231460	OMEPRAZOLE TEVA CONSEIL 20 mg, gélule gastro-résistante
Q175827	CIS64261479	OMEPRAZOLE RANBAXY 10 mg, gélule gastro-résistante
Q175827	CIS61490953	OMEPRAZOLE RANBAXY 20 mg, gélule gastro-résistante
Q175827	CIS62238446	OMEPRAZOLE ZYDUS FRANCE 20 mg, gélule gastro-résistante
Q175827	CIS63244391	OMEPRAZOLE ZENTIVA LAB 20 mg, gélule gastro-résistante
Q175827	CIS65204851	OMEPRAZOLE EVOLUGEN PHARMA 10 mg, gélule gastro-résistante
Q175827	CIS65789433	OMEPRAZOLE EVOLUGEN PHARMA 20 mg, gélule gastro-résistante
Q175827	CIS69276588	ZOLTUM 10 mg, gélule gastro-résistante
Q175827	CIS69606819	MOPRAL 10 mg, gélule gastro-résistante
Q175827	CIS67450136	OMEPRAZOLE BIOGARAN 10 mg, gélule gastro-résistante
Q175827	CIS67434947	OMEPRAZOLE TEVA 10 mg, gélule gastro-résistante
Q175827	CIS67319674	OMEPRAZOLE RPG 10 mg, gélule gastro-résistante
Q175827	CIS67234658	OMEPRAZOLE MYLAN 40 mg, poudre pour solution pour perfusion
Q175827	CIS67710783	OMEPRAZOLE CRISTERS 10 mg, gélule gastro-résistante
Q175827	CIS67995040	OMEPRAZOLE BIOGARAN 20 mg, gélule gastro-résistante
Q175827	CIS69036504	OMEPRAZOLE MYLAN CONSEIL 20 mg, gélule gastro-résistante
Q175827	CIS67293756	OMEPRAZOLE ZENTIVA 20 mg, gélule gastro-résistante
Q175827	CIS66772497	OMEPRAZOLE CRISTERS 20 mg, gélule gastro-résistante
Q175827	CIS69138295	OMEPRAZOLE ARROW 40 mg, poudre pour solution pour perfusion
Q175827	CIS69309166	OMEPRAZOLE ALTER 10 mg, gélule gastro-résistante
Q175827	CIS68748071	OMEPRAZOLE SANDOZ 10 mg, gélule gastro-résistante
Q175827	CIS68605333	OMEPRAZOLE ALMUS 10 mg, gélule gastro-résistante
Q175827	CIS68995940	OMEPRAZOLE SANDOZ CONSEIL 20 mg, gélule gastro-résistante
Q175827	CIS69291960	OMEPRAZOLE MYLAN PHARMA 20 mg, gélule gastro-résistante
Q175827	CIS69335481	OMEPRAZOLE ARROW LAB 20 mg, gélule gastro-résistante
Q175827	CIS69503071	OMEPRAZOLE EG 10 mg, gélule gastro-résistante
Q175827	CIS69792010	OMEPRAZOLE EG 20 mg, gélule gastro-résistante
Q175827	CIS67575816	OMEPRAZOLE ZYDUS FRANCE 10 mg, gélule gastro-résistante
Q175827	CIS69531932	OMEPRAZOLE ZENTIVA LAB 10 mg, gélule gastro-résistante
Q218712	CIS64103828	MOPRAL 20 mg, gélule gastro-résistante
Q218712	CIS63404013	ZOLTUM 20 mg, gélule gastro-résistante
Q218712	CIS63976904	OMEPRAZOLE PHR LAB 10 mg, gélule gastro-résistante
Q218712	CIS63777845	OMEPRAZOLE RATIO 20 mg, gélule gastro-résistante
Q218712	CIS61337968	OMEPRAZOLE ACTAVIS 20 mg, gélule gastro-résistante
Q218712	CIS62943125	OMEPRAZOLE SANDOZ 20 mg, gélule gastro-résistante
Q218712	CIS63847628	OMEPRAZOLE TEVA 20 mg, gélule gastro-résistante
Q218712	CIS60670215	OMEPRAZOLE ARROW GENERIQUES 20 mg, gélule gastro-résistante
Q218712	CIS61193553	OMEPRAZOLE BIOGARAN CONSEIL 20 mg, gélule gastro-résistante
Q218712	CIS63373386	OMEPRAZOLE BOUCHARA-RECORDATI 20 mg, gélule gastro-résistante
Q218712	CIS64823562	OMEPRAZOLE RPG 20 mg, gélule gastro-résistante
Q218712	CIS64702984	OMEPRAZOLE PHR LAB 20 mg, gélule gastro-résistante
Q218712	CIS65665617	OMEPRAZOLE ARROW GENERIQUES 10 mg, gélule gastro-résistante
Q218712	CIS66229366	OMEPRAZOLE ZENTIVA 10 mg, gélule gastro-résistante
Q218712	CIS66042039	OMEPRAZOLE BOUCHARA RECORDATI 10 mg, gélule gastro-résistante
Q218712	CIS66181042	OMEPRAZOLE ACTAVIS 10 mg, gélule gastro-résistante
Q218712	CIS64742740	INEXIUM 40 mg, poudre pour solution injectable ou pour perfusion
Q218712	CIS62543615	OMEPRAZOLE MYLAN PHARMA 10 mg, gélule gastro-résistante
Q218712	CIS61565950	OMEPRAZOLE ALTER 20 mg, gélule gastro-résistante
Q218712	CIS66443612	OMEPRAZOLE ISOMED 20 mg, gélule gastro-résistante
Q218712	CIS62044256	MOPRALPRO 20 mg, comprimé gastro-résistant
Q218712	CIS61624263	OMEPRAZOLE NEPENTHES 20 mg, gélule gastro-résistante
Q218712	CIS62967375	OMEPRAZOLE EVOLUGEN 10 mg, gélule gastro-résistante
Q218712	CIS60806188	OMEPRAZOLE ALMUS 20 mg, gélule gastro-résistante
Q218712	CIS62112248	OMEPRAZOLE CRISTERS PHARMA 20 mg, gélule gastro-résistante
Q218712	CIS61581456	OMEPRAZOLE KRKA 20 mg, gélule gastro-résistante
Q218712	CIS64997342	OMEPRAZOLE ARROW LAB 10 mg, gélule gastro-résistante
Q218712	CIS65658163	OMEPRAZOLE TEVA SANTE 10 mg, gélule gastro-résistante
Q218712	CIS65692233	OMEPRAZOLE TEVA SANTE 20 mg, gélule gastro-résistante
Q218712	CIS65830008	OMEPRAZOLE CRISTERS PHARMA 10 mg, gélule gastro-résistante
Q218712	CIS65231460	OMEPRAZOLE TEVA CONSEIL 20 mg, gélule gastro-résistante
Q218712	CIS64261479	OMEPRAZOLE RANBAXY 10 mg, gélule gastro-résistante
Q218712	CIS61490953	OMEPRAZOLE RANBAXY 20 mg, gélule gastro-résistante
Q218712	CIS62238446	OMEPRAZOLE ZYDUS FRANCE 20 mg, gélule gastro-résistante
Q218712	CIS63244391	OMEPRAZOLE ZENTIVA LAB 20 mg, gélule gastro-résistante
Q218712	CIS62075255	ESOMEPRAZOLE SUN 40 mg, poudre pour solution injectable ou pour perfusion
Q218712	CIS65204851	OMEPRAZOLE EVOLUGEN PHARMA 10 mg, gélule gastro-résistante
Q218712	CIS65789433	OMEPRAZOLE EVOLUGEN PHARMA 20 mg, gélule gastro-résistante
Q218712	CIS69276588	ZOLTUM 10 mg, gélule gastro-résistante
Q218712	CIS69606819	MOPRAL 10 mg, gélule gastro-résistante
Q218712	CIS67450136	OMEPRAZOLE BIOGARAN 10 mg, gélule gastro-résistante
Q218712	CIS67434947	OMEPRAZOLE TEVA 10 mg, gélule gastro-résistante
Q218712	CIS67319674	OMEPRAZOLE RPG 10 mg, gélule gastro-résistante
Q218712	CIS67234658	OMEPRAZOLE MYLAN 40 mg, poudre pour solution pour perfusion
Q218712	CIS67710783	OMEPRAZOLE CRISTERS 10 mg, gélule gastro-résistante
Q218712	CIS67995040	OMEPRAZOLE BIOGARAN 20 mg, gélule gastro-résistante
Q218712	CIS69036504	OMEPRAZOLE MYLAN CONSEIL 20 mg, gélule gastro-résistante
Q218712	CIS67293756	OMEPRAZOLE ZENTIVA 20 mg, gélule gastro-résistante
Q218712	CIS66772497	OMEPRAZOLE CRISTERS 20 mg, gélule gastro-résistante
Q218712	CIS69138295	OMEPRAZOLE ARROW 40 mg, poudre pour solution pour perfusion
Q218712	CIS69309166	OMEPRAZOLE ALTER 10 mg, gélule gastro-résistante
Q218712	CIS68748071	OMEPRAZOLE SANDOZ 10 mg, gélule gastro-résistante
Q218712	CIS68605333	OMEPRAZOLE ALMUS 10 mg, gélule gastro-résistante
Q218712	CIS68995940	OMEPRAZOLE SANDOZ CONSEIL 20 mg, gélule gastro-résistante
Q218712	CIS69291960	OMEPRAZOLE MYLAN PHARMA 20 mg, gélule gastro-résistante
Q218712	CIS69335481	OMEPRAZOLE ARROW LAB 20 mg, gélule gastro-résistante
Q218712	CIS69503071	OMEPRAZOLE EG 10 mg, gélule gastro-résistante
Q218712	CIS69792010	OMEPRAZOLE EG 20 mg, gélule gastro-résistante
Q218712	CIS67575816	OMEPRAZOLE ZYDUS FRANCE 10 mg, gélule gastro-résistante
Q218712	CIS69531932	OMEPRAZOLE ZENTIVA LAB 10 mg, gélule gastro-résistante
Q218712	CIS69836147	ESOMEPRAZOLE ALMUS 40 mg gélule gastro-résistante
Q223591	CIS64103828	MOPRAL 20 mg, gélule gastro-résistante
Q223591	CIS63404013	ZOLTUM 20 mg, gélule gastro-résistante
Q223591	CIS63976904	OMEPRAZOLE PHR LAB 10 mg, gélule gastro-résistante
Q223591	CIS63777845	OMEPRAZOLE RATIO 20 mg, gélule gastro-résistante
Q223591	CIS61337968	OMEPRAZOLE ACTAVIS 20 mg, gélule gastro-résistante
Q223591	CIS62943125	OMEPRAZOLE SANDOZ 20 mg, gélule gastro-résistante
Q223591	CIS63847628	OMEPRAZOLE TEVA 20 mg, gélule gastro-résistante
Q223591	CIS60670215	OMEPRAZOLE ARROW GENERIQUES 20 mg, gélule gastro-résistante
Q223591	CIS61193553	OMEPRAZOLE BIOGARAN CONSEIL 20 mg, gélule gastro-résistante
Q223591	CIS63373386	OMEPRAZOLE BOUCHARA-RECORDATI 20 mg, gélule gastro-résistante
Q223591	CIS64823562	OMEPRAZOLE RPG 20 mg, gélule gastro-résistante
Q223591	CIS64702984	OMEPRAZOLE PHR LAB 20 mg, gélule gastro-résistante
Q223591	CIS65665617	OMEPRAZOLE ARROW GENERIQUES 10 mg, gélule gastro-résistante
Q223591	CIS66229366	OMEPRAZOLE ZENTIVA 10 mg, gélule gastro-résistante
Q223591	CIS66042039	OMEPRAZOLE BOUCHARA RECORDATI 10 mg, gélule gastro-résistante
Q223591	CIS66181042	OMEPRAZOLE ACTAVIS 10 mg, gélule gastro-résistante
Q223591	CIS62543615	OMEPRAZOLE MYLAN PHARMA 10 mg, gélule gastro-résistante
Q223591	CIS61565950	OMEPRAZOLE ALTER 20 mg, gélule gastro-résistante
Q223591	CIS66443612	OMEPRAZOLE ISOMED 20 mg, gélule gastro-résistante
Q223591	CIS62044256	MOPRALPRO 20 mg, comprimé gastro-résistant
Q223591	CIS61624263	OMEPRAZOLE NEPENTHES 20 mg, gélule gastro-résistante
Q223591	CIS62967375	OMEPRAZOLE EVOLUGEN 10 mg, gélule gastro-résistante
Q223591	CIS60806188	OMEPRAZOLE ALMUS 20 mg, gélule gastro-résistante
Q223591	CIS62112248	OMEPRAZOLE CRISTERS PHARMA 20 mg, gélule gastro-résistante
Q223591	CIS61581456	OMEPRAZOLE KRKA 20 mg, gélule gastro-résistante
Q223591	CIS64997342	OMEPRAZOLE ARROW LAB 10 mg, gélule gastro-résistante
Q223591	CIS65658163	OMEPRAZOLE TEVA SANTE 10 mg, gélule gastro-résistante
Q223591	CIS65692233	OMEPRAZOLE TEVA SANTE 20 mg, gélule gastro-résistante
Q223591	CIS65830008	OMEPRAZOLE CRISTERS PHARMA 10 mg, gélule gastro-résistante
Q223591	CIS65231460	OMEPRAZOLE TEVA CONSEIL 20 mg, gélule gastro-résistante
Q223591	CIS64261479	OMEPRAZOLE RANBAXY 10 mg, gélule gastro-résistante
Q223591	CIS61490953	OMEPRAZOLE RANBAXY 20 mg, gélule gastro-résistante
Q223591	CIS62238446	OMEPRAZOLE ZYDUS FRANCE 20 mg, gélule gastro-résistante
Q223591	CIS63244391	OMEPRAZOLE ZENTIVA LAB 20 mg, gélule gastro-résistante
Q223591	CIS65204851	OMEPRAZOLE EVOLUGEN PHARMA 10 mg, gélule gastro-résistante
Q223591	CIS65789433	OMEPRAZOLE EVOLUGEN PHARMA 20 mg, gélule gastro-résistante
Q223591	CIS69276588	ZOLTUM 10 mg, gélule gastro-résistante
Q223591	CIS69606819	MOPRAL 10 mg, gélule gastro-résistante
Q223591	CIS67450136	OMEPRAZOLE BIOGARAN 10 mg, gélule gastro-résistante
Q223591	CIS67434947	OMEPRAZOLE TEVA 10 mg, gélule gastro-résistante
Q223591	CIS67319674	OMEPRAZOLE RPG 10 mg, gélule gastro-résistante
Q223591	CIS67234658	OMEPRAZOLE MYLAN 40 mg, poudre pour solution pour perfusion
Q223591	CIS67710783	OMEPRAZOLE CRISTERS 10 mg, gélule gastro-résistante
Q223591	CIS67995040	OMEPRAZOLE BIOGARAN 20 mg, gélule gastro-résistante
Q223591	CIS69036504	OMEPRAZOLE MYLAN CONSEIL 20 mg, gélule gastro-résistante
Q223591	CIS67293756	OMEPRAZOLE ZENTIVA 20 mg, gélule gastro-résistante
Q223591	CIS66772497	OMEPRAZOLE CRISTERS 20 mg, gélule gastro-résistante
Q223591	CIS69138295	OMEPRAZOLE ARROW 40 mg, poudre pour solution pour perfusion
Q223591	CIS69309166	OMEPRAZOLE ALTER 10 mg, gélule gastro-résistante
Q223591	CIS68748071	OMEPRAZOLE SANDOZ 10 mg, gélule gastro-résistante
Q223591	CIS68605333	OMEPRAZOLE ALMUS 10 mg, gélule gastro-résistante
Q223591	CIS68995940	OMEPRAZOLE SANDOZ CONSEIL 20 mg, gélule gastro-résistante
Q223591	CIS69291960	OMEPRAZOLE MYLAN PHARMA 20 mg, gélule gastro-résistante
Q223591	CIS69335481	OMEPRAZOLE ARROW LAB 20 mg, gélule gastro-résistante
Q223591	CIS69503071	OMEPRAZOLE EG 10 mg, gélule gastro-résistante
Q223591	CIS69792010	OMEPRAZOLE EG 20 mg, gélule gastro-résistante
Q223591	CIS67575816	OMEPRAZOLE ZYDUS FRANCE 10 mg, gélule gastro-résistante
Q223591	CIS69531932	OMEPRAZOLE ZENTIVA LAB 10 mg, gélule gastro-résistante
Q298230	CIS64103828	MOPRAL 20 mg, gélule gastro-résistante
Q298230	CIS63404013	ZOLTUM 20 mg, gélule gastro-résistante
Q298230	CIS63976904	OMEPRAZOLE PHR LAB 10 mg, gélule gastro-résistante
Q298230	CIS63777845	OMEPRAZOLE RATIO 20 mg, gélule gastro-résistante
Q298230	CIS61337968	OMEPRAZOLE ACTAVIS 20 mg, gélule gastro-résistante
Q298230	CIS62943125	OMEPRAZOLE SANDOZ 20 mg, gélule gastro-résistante
Q298230	CIS63847628	OMEPRAZOLE TEVA 20 mg, gélule gastro-résistante
Q298230	CIS60670215	OMEPRAZOLE ARROW GENERIQUES 20 mg, gélule gastro-résistante
Q298230	CIS61193553	OMEPRAZOLE BIOGARAN CONSEIL 20 mg, gélule gastro-résistante
Q298230	CIS63373386	OMEPRAZOLE BOUCHARA-RECORDATI 20 mg, gélule gastro-résistante
Q298230	CIS64823562	OMEPRAZOLE RPG 20 mg, gélule gastro-résistante
Q298230	CIS64702984	OMEPRAZOLE PHR LAB 20 mg, gélule gastro-résistante
Q298230	CIS65665617	OMEPRAZOLE ARROW GENERIQUES 10 mg, gélule gastro-résistante
Q298230	CIS66229366	OMEPRAZOLE ZENTIVA 10 mg, gélule gastro-résistante
Q298230	CIS66042039	OMEPRAZOLE BOUCHARA RECORDATI 10 mg, gélule gastro-résistante
Q298230	CIS66181042	OMEPRAZOLE ACTAVIS 10 mg, gélule gastro-résistante
Q298230	CIS62543615	OMEPRAZOLE MYLAN PHARMA 10 mg, gélule gastro-résistante
Q298230	CIS61565950	OMEPRAZOLE ALTER 20 mg, gélule gastro-résistante
