CIS	CISLabel	drugClass	drugClassLabel
CIS68414328	ZOLPIDEM ZENTIVA 10 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/DrugClass10115	médicaments sédatifs
CIS69019024	ZOLPIDEM EG 10 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/DrugClass10042	benzodiazépines et apparentés
CIS69019024	ZOLPIDEM EG 10 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/DrugClass10083	hypnotiques
CIS69019024	ZOLPIDEM EG 10 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/DrugClass10115	médicaments sédatifs
CIS69329603	ZOLPIDEM CRISTERS 10 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/DrugClass10042	benzodiazépines et apparentés
CIS69329603	ZOLPIDEM CRISTERS 10 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/DrugClass10083	hypnotiques
CIS69329603	ZOLPIDEM CRISTERS 10 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/DrugClass10115	médicaments sédatifs
CIS60368028	SIGNIFOR 60 mg, poudre et solvant pour suspension injectable	http://www.romedi.fr/romedi/DrugClass10010	analogues de la somatostatine
CIS60368028	SIGNIFOR 60 mg, poudre et solvant pour suspension injectable	http://www.romedi.fr/romedi/DrugClass10049	bradycardisants
CIS66311151	SIGNIFOR 40 mg, poudre et solvant pour suspension injectable	http://www.romedi.fr/romedi/DrugClass10010	analogues de la somatostatine
CIS66311151	SIGNIFOR 40 mg, poudre et solvant pour suspension injectable	http://www.romedi.fr/romedi/DrugClass10049	bradycardisants
CIS68990053	SIGNIFOR 0,6 mg, solution injectable	http://www.romedi.fr/romedi/DrugClass10010	analogues de la somatostatine
CIS68990053	SIGNIFOR 0,6 mg, solution injectable	http://www.romedi.fr/romedi/DrugClass10049	bradycardisants
CIS68045233	SIGNIFOR 0,3 mg, solution injectable	http://www.romedi.fr/romedi/DrugClass10010	analogues de la somatostatine
CIS68045233	SIGNIFOR 0,3 mg, solution injectable	http://www.romedi.fr/romedi/DrugClass10049	bradycardisants
CIS67724733	SIGNIFOR 0,9 mg, solution injectable	http://www.romedi.fr/romedi/DrugClass10010	analogues de la somatostatine
CIS67724733	SIGNIFOR 0,9 mg, solution injectable	http://www.romedi.fr/romedi/DrugClass10049	bradycardisants
CIS64212005	ROVAMYCINE 1 500 000 UI, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10141	substances susceptibles de donner des torsades de pointes
CIS64212005	ROVAMYCINE 1 500 000 UI, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10152	torsadogènes (sauf arsénieux, antiparasitaires, neuroleptiques, méthadone...)
CIS65952065	ROVAMYCINE 1,5 MILLIONS D'UNITES INTERNATIONALES, lyophilisat pour usage parentéral	http://www.romedi.fr/romedi/DrugClass10141	substances susceptibles de donner des torsades de pointes
CIS65952065	ROVAMYCINE 1,5 MILLIONS D'UNITES INTERNATIONALES, lyophilisat pour usage parentéral	http://www.romedi.fr/romedi/DrugClass10152	torsadogènes (sauf arsénieux, antiparasitaires, neuroleptiques, méthadone...)
CIS60450831	SPIRAMYCINE SANDOZ 3 M.U.I., comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10141	substances susceptibles de donner des torsades de pointes
CIS60450831	SPIRAMYCINE SANDOZ 3 M.U.I., comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10152	torsadogènes (sauf arsénieux, antiparasitaires, neuroleptiques, méthadone...)
CIS62793782	SPIRAMYCINE EG 3 M.U.I., comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10141	substances susceptibles de donner des torsades de pointes
CIS62793782	SPIRAMYCINE EG 3 M.U.I., comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10152	torsadogènes (sauf arsénieux, antiparasitaires, neuroleptiques, méthadone...)
CIS67535280	ROVAMYCINE 3 MILLIONS U I, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10141	substances susceptibles de donner des torsades de pointes
CIS67535280	ROVAMYCINE 3 MILLIONS U I, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10152	torsadogènes (sauf arsénieux, antiparasitaires, neuroleptiques, méthadone...)
CIS66951450	SPIRAMYCINE BIOGARAN 3 M.U.I., comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10141	substances susceptibles de donner des torsades de pointes
CIS66951450	SPIRAMYCINE BIOGARAN 3 M.U.I., comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10152	torsadogènes (sauf arsénieux, antiparasitaires, neuroleptiques, méthadone...)
CIS60978355	DALACINE 900 mg, solution injectable	http://www.romedi.fr/romedi/DrugClass10103	lincosanides
CIS60978355	DALACINE 900 mg, solution injectable	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS62286010	DALACINE 75 mg, gélule	http://www.romedi.fr/romedi/DrugClass10103	lincosanides
CIS62286010	DALACINE 75 mg, gélule	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS64596029	DALACINE 150 mg, gélule	http://www.romedi.fr/romedi/DrugClass10103	lincosanides
CIS64596029	DALACINE 150 mg, gélule	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS64829519	DALACINE 300 mg, gélule	http://www.romedi.fr/romedi/DrugClass10103	lincosanides
CIS64829519	DALACINE 300 mg, gélule	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS62124204	CLINDAFLUID 1%, solution pour application cutanée	http://www.romedi.fr/romedi/DrugClass10103	lincosanides
CIS62124204	CLINDAFLUID 1%, solution pour application cutanée	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS63185288	CLINDAMYCINE KABI 600 mg/4 ml, solution injectable	http://www.romedi.fr/romedi/DrugClass10103	lincosanides
CIS63185288	CLINDAMYCINE KABI 600 mg/4 ml, solution injectable	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS60909099	DALACINE 300 mg, gélule	http://www.romedi.fr/romedi/DrugClass10103	lincosanides
CIS60909099	DALACINE 300 mg, gélule	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS66692535	DALACINE T TOPIC, solution pour application locale	http://www.romedi.fr/romedi/DrugClass10103	lincosanides
CIS66692535	DALACINE T TOPIC, solution pour application locale	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS69913330	DALACINE 600 mg, solution injectable	http://www.romedi.fr/romedi/DrugClass10103	lincosanides
CIS69913330	DALACINE 600 mg, solution injectable	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS68943331	ZINDACLINE 1 %, gel	http://www.romedi.fr/romedi/DrugClass10103	lincosanides
CIS68943331	ZINDACLINE 1 %, gel	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS68739332	CLINDAMYCINE MYLAN 150 mg, gélule	http://www.romedi.fr/romedi/DrugClass10103	lincosanides
CIS68739332	CLINDAMYCINE MYLAN 150 mg, gélule	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS69886424	CLINDAMYCINE MYLAN 300 mg, gélule	http://www.romedi.fr/romedi/DrugClass10103	lincosanides
CIS69886424	CLINDAMYCINE MYLAN 300 mg, gélule	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS65777819	OXALIPLATINE ARROW 5 mg/ml, poudre pour solution pour perfusion	http://www.romedi.fr/romedi/DrugClass10055	cytotoxiques
CIS65777819	OXALIPLATINE ARROW 5 mg/ml, poudre pour solution pour perfusion	http://www.romedi.fr/romedi/DrugClass10113	médicaments néphrotoxiques
CIS65777819	OXALIPLATINE ARROW 5 mg/ml, poudre pour solution pour perfusion	http://www.romedi.fr/romedi/DrugClass10114	médicaments ototoxiques
CIS65777819	OXALIPLATINE ARROW 5 mg/ml, poudre pour solution pour perfusion	http://www.romedi.fr/romedi/DrugClass10127	organoplatines
CIS61977014	TENSIONORME, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants
CIS61977014	TENSIONORME, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10059	diurétiques
CIS61977014	TENSIONORME, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10062	diurétiques hypokaliémiants
CIS61977014	TENSIONORME, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10063	diurétiques thiazidiques et apparentés
CIS61977014	TENSIONORME, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants
CIS61977014	TENSIONORME, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10085	hyponatrémiants
CIS61977014	TENSIONORME, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle
CIS61977014	TENSIONORME, comprimé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs
CIS62177527	CEFOTAXIME MYLAN 500 mg, poudre pour solution injectable (IM-IV)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS65053285	CEFOTAXIME MYLAN 1 g, poudre pour solution injectable (IM-IV)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS62501705	CEFOTAXIME PANPHARMA 0,5 g, poudre pour solution injectable (IM-IV)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS63754202	CEFOTAXIME PANPHARMA 1 g, poudre pour solution injectable (IM-IV)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS65424833	CEFOTAXIME PANPHARMA 2 g, poudre pour solution injectable (IM-IV)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS69743305	CEFOTAXIME MYLAN 2 g, poudre pour solution injectable (IM-IV)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS66804856	JUSTOR 2,5 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants
CIS66804856	JUSTOR 2,5 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants
CIS66804856	JUSTOR 2,5 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion
CIS66804856	JUSTOR 2,5 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle
CIS66804856	JUSTOR 2,5 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème
CIS66804856	JUSTOR 2,5 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs
CIS68024310	JUSTOR 1 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/DrugClass10029	antihypertenseurs sauf alpha-bloquants
CIS68024310	JUSTOR 1 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/DrugClass10082	hyperkaliémiants
CIS68024310	JUSTOR 1 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/DrugClass10091	inhibiteurs de l'enzyme de conversion
CIS68024310	JUSTOR 1 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/DrugClass10108	médicaments abaissant la pression artérielle
CIS68024310	JUSTOR 1 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème
CIS68024310	JUSTOR 1 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/DrugClass4	antihypertenseurs
CIS68999853	MEXILETINE AP-HP 200 mg, gélule	http://www.romedi.fr/romedi/DrugClass10019	antiarythmiques
CIS64629002	KALETRA 100 mg/25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10097	inhibiteurs de protéases boostés par ritonavir
CIS64629002	KALETRA 100 mg/25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS61708715	LOPINAVIR/RITONAVIR MYLAN 200 mg/50 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10097	inhibiteurs de protéases boostés par ritonavir
CIS61708715	LOPINAVIR/RITONAVIR MYLAN 200 mg/50 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS67969992	KALETRA 200 mg/50 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10097	inhibiteurs de protéases boostés par ritonavir
CIS67969992	KALETRA 200 mg/50 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS69474926	KALETRA (80 mg + 20 mg)/ml, solution buvable	http://www.romedi.fr/romedi/DrugClass10097	inhibiteurs de protéases boostés par ritonavir
CIS69474926	KALETRA (80 mg + 20 mg)/ml, solution buvable	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS63462422	NORVIR 80 mg/ml, solution buvable	http://www.romedi.fr/romedi/DrugClass10097	inhibiteurs de protéases boostés par ritonavir
CIS63462422	NORVIR 80 mg/ml, solution buvable	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS65102533	NORVIR 100 mg, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10097	inhibiteurs de protéases boostés par ritonavir
CIS65102533	NORVIR 100 mg, poudre pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS61578339	RITONAVIR MYLAN 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10097	inhibiteurs de protéases boostés par ritonavir
CIS61578339	RITONAVIR MYLAN 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS67851855	NORVIR 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10097	inhibiteurs de protéases boostés par ritonavir
CIS67851855	NORVIR 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS61062600	CHIBROXINE 0,3 POUR CENT, collyre en solution	http://www.romedi.fr/romedi/DrugClass10069	fluoroquinolones
CIS61062600	CHIBROXINE 0,3 POUR CENT, collyre en solution	http://www.romedi.fr/romedi/DrugClass10109	médicaments abaissant le seuil épileptogène
CIS61062600	CHIBROXINE 0,3 POUR CENT, collyre en solution	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS62866052	NORFLOXACINE BIOGARAN 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10069	fluoroquinolones
CIS62866052	NORFLOXACINE BIOGARAN 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10109	médicaments abaissant le seuil épileptogène
CIS62866052	NORFLOXACINE BIOGARAN 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS64700759	NORFLOXACINE MYLAN 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10069	fluoroquinolones
CIS64700759	NORFLOXACINE MYLAN 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10109	médicaments abaissant le seuil épileptogène
CIS64700759	NORFLOXACINE MYLAN 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS65616470	NORFLOXACINE CRISTERS 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10069	fluoroquinolones
CIS65616470	NORFLOXACINE CRISTERS 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10109	médicaments abaissant le seuil épileptogène
CIS65616470	NORFLOXACINE CRISTERS 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS69005170	NOROXINE 400 mg, comprimé enrobé	http://www.romedi.fr/romedi/DrugClass10069	fluoroquinolones
CIS69005170	NOROXINE 400 mg, comprimé enrobé	http://www.romedi.fr/romedi/DrugClass10109	médicaments abaissant le seuil épileptogène
CIS69005170	NOROXINE 400 mg, comprimé enrobé	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS68557867	NORFLOXACINE EG 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10069	fluoroquinolones
CIS68557867	NORFLOXACINE EG 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10109	médicaments abaissant le seuil épileptogène
CIS68557867	NORFLOXACINE EG 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS69894392	NORFLOXACINE ARROW 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10069	fluoroquinolones
CIS69894392	NORFLOXACINE ARROW 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10109	médicaments abaissant le seuil épileptogène
CIS69894392	NORFLOXACINE ARROW 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS60658234	LESCOL 20 mg, gélule	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS60944132	FRACTAL 40 mg, gélule	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS65169457	LESCOL 40 mg, gélule	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS60852004	LESCOL L.P. 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS64916550	FRACTAL L.P. 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS62756595	FLUVASTATINE SANDOZ 20 mg, gélule	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS64300843	FLUVASTATINE SANDOZ 40 mg, gélule	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS65550846	FLUVASTATINE TEVA 40 mg, gélule	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS60852253	FLUVASTATINE MYLAN 40 mg, gélule	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS60679068	FLUVASTATINE ZENTIVA L.P. 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS61017384	FLUVASTATINE RATIOPHARM L.P. 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS62066676	FLUVASTATINE TEVA L.P. 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS61940966	FLUVASTATINE ARROW 40 mg, gélule	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS61943567	FLUVASTATINE ZENTIVA 40 mg, gélule	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS63550908	FLUVASTATINE EG 40 mg, gélule	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS63689911	FLUVASTATINE ACTAVIS L.P. 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS63405147	FLUVASTATINE EG L.P. 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS62854267	FLUVASTATINE EVOLUGEN L.P. 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS62912304	FLUVASTATINE ARROW L.P. 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS62468632	FLUVASTATINE MYLAN 20 mg, gélule	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS61763366	FLUVASTATINE ARROW 20 mg, gélule	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS63897780	FLUVASTATINE BIOGARAN 20 mg, gélule	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS60788231	FLUVASTATINE ISOMED 20 mg, gélule	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS65769893	FLUVASTATINE CRISTERS L.P. 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS66518260	FLUVASTATINE BIOGARAN L.P. 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS60958826	FLUVASTATINE ACCORD LP 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS66160774	FLUVASTATINE EVOLUGEN 40 mg, gélule	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS68514385	FRACTAL 20 mg, gélule	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS66946962	FLUVASTATINE BIOGARAN 40 mg, gélule	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS68067589	FLUVASTATINE SANDOZ LP 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS67496781	FLUVASTATINE RANBAXY L.P. 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS68272626	FLUVASTATINE MYLAN LP 80 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS66605982	FLUVASTATINE TEVA 20 mg, gélule	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS67331299	FLUVASTATINE ZENTIVA 20 mg, gélule	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS69366822	FLUVASTATINE EG 20 mg, gélule	http://www.romedi.fr/romedi/DrugClass10092	inhibiteurs de l'HMG-CoA réductase (statines)
CIS60396426	SUSTIVA 100 mg, gélule	http://www.romedi.fr/romedi/DrugClass10090	inducteurs enzymatiques
CIS64702347	SUSTIVA 200 mg, gélule	http://www.romedi.fr/romedi/DrugClass10090	inducteurs enzymatiques
CIS63076285	SUSTIVA 600 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10090	inducteurs enzymatiques
CIS66105710	SUSTIVA 30 mg/ml, solution buvable	http://www.romedi.fr/romedi/DrugClass10090	inducteurs enzymatiques
CIS62728717	EFAVIRENZ SANDOZ 600 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/DrugClass10090	inducteurs enzymatiques
CIS68039999	EFAVIRENZ MYLAN 600 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10090	inducteurs enzymatiques
CIS63898512	RIFINAH 300 mg/150 mg, comprimé enrobé	http://www.romedi.fr/romedi/DrugClass10090	inducteurs enzymatiques
CIS63898512	RIFINAH 300 mg/150 mg, comprimé enrobé	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS63096551	RIFADINE IV 600 mg, poudre et solvant pour solution pour perfusion	http://www.romedi.fr/romedi/DrugClass10090	inducteurs enzymatiques
CIS63096551	RIFADINE IV 600 mg, poudre et solvant pour solution pour perfusion	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS64085981	RIFADINE 2 POUR CENT, suspension buvable	http://www.romedi.fr/romedi/DrugClass10090	inducteurs enzymatiques
CIS64085981	RIFADINE 2 POUR CENT, suspension buvable	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS66404004	RIMACTAN 300 mg, gélule	http://www.romedi.fr/romedi/DrugClass10090	inducteurs enzymatiques
CIS66404004	RIMACTAN 300 mg, gélule	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS67876901	RIFADINE 300 mg, gélule	http://www.romedi.fr/romedi/DrugClass10090	inducteurs enzymatiques
CIS67876901	RIFADINE 300 mg, gélule	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS65283311	STELARA 45 mg, solution injectable en seringue préremplie	http://www.romedi.fr/romedi/DrugClass10025	anticorps monoclonaux (hors anti-TNF alpha)
CIS66170398	STELARA 90 mg, solution injectable en seringue préremplie	http://www.romedi.fr/romedi/DrugClass10025	anticorps monoclonaux (hors anti-TNF alpha)
CIS67522169	STELARA 45 mg, solution injectable	http://www.romedi.fr/romedi/DrugClass10025	anticorps monoclonaux (hors anti-TNF alpha)
CIS69340343	STELARA 130 mg, solution à diluer pour perfusion	http://www.romedi.fr/romedi/DrugClass10025	anticorps monoclonaux (hors anti-TNF alpha)
CIS62571671	FLUANXOL 4 POUR CENT, solution buvable, gouttes	http://www.romedi.fr/romedi/DrugClass10106	médicaments à l'origine d'une hypotension orthostatique
CIS62571671	FLUANXOL 4 POUR CENT, solution buvable, gouttes	http://www.romedi.fr/romedi/DrugClass10110	médicaments atropiniques
CIS62571671	FLUANXOL 4 POUR CENT, solution buvable, gouttes	http://www.romedi.fr/romedi/DrugClass10115	médicaments sédatifs
CIS62571671	FLUANXOL 4 POUR CENT, solution buvable, gouttes	http://www.romedi.fr/romedi/DrugClass10122	neuroleptiques
CIS62571671	FLUANXOL 4 POUR CENT, solution buvable, gouttes	http://www.romedi.fr/romedi/DrugClass10124	neuroleptiques antipsychotiques (sauf clozapine)
CIS62571671	FLUANXOL 4 POUR CENT, solution buvable, gouttes	http://www.romedi.fr/romedi/DrugClass10125	neuroleptiques susceptibles de donner des torsades de pointes
CIS62571671	FLUANXOL 4 POUR CENT, solution buvable, gouttes	http://www.romedi.fr/romedi/DrugClass10141	substances susceptibles de donner des torsades de pointes
CIS60842024	FLUANXOL L P 20 mg/ml, solution injectable (IM)	http://www.romedi.fr/romedi/DrugClass10106	médicaments à l'origine d'une hypotension orthostatique
CIS60842024	FLUANXOL L P 20 mg/ml, solution injectable (IM)	http://www.romedi.fr/romedi/DrugClass10110	médicaments atropiniques
