diseaseWikidata	prefLabel	wikidata	CUI	synonyms	weight
Q190805	dyspnée	Q188008	['C0013404']	['dyspnee', 'difficultés à respirer', 'souffle court', 'essouf', 'dyspnées', 'difficulte respiratoire', 'essoufflé(e)', 'souffle court/dyspnee', 'respiration difficile', 'dyspnée sai', 'dyspnée', 'difficulté respiratoire', 'essoufflement']	0.056
Q193894	dyspnée	Q188008	['C0013404']	['dyspnee', 'difficultés à respirer', 'souffle court', 'essouf', 'dyspnées', 'difficulte respiratoire', 'essoufflé(e)', 'souffle court/dyspnee', 'respiration difficile', 'dyspnée sai', 'dyspnée', 'difficulté respiratoire', 'essoufflement']	0.056
Q203601	dyspnée	Q188008	['C0013404']	['dyspnee', 'difficultés à respirer', 'souffle court', 'essouf', 'dyspnées', 'difficulte respiratoire', 'essoufflé(e)', 'souffle court/dyspnee', 'respiration difficile', 'dyspnée sai', 'dyspnée', 'difficulté respiratoire', 'essoufflement']	0.056
Q344873	dyspnée	Q188008	['C0013404']	['dyspnee', 'difficultés à respirer', 'souffle court', 'essouf', 'dyspnées', 'difficulte respiratoire', 'essoufflé(e)', 'souffle court/dyspnee', 'respiration difficile', 'dyspnée sai', 'dyspnée', 'difficulté respiratoire', 'essoufflement']	0.056
Q408089	dyspnée	Q188008	['C0013404']	['dyspnee', 'difficultés à respirer', 'souffle court', 'essouf', 'dyspnées', 'difficulte respiratoire', 'essoufflé(e)', 'souffle court/dyspnee', 'respiration difficile', 'dyspnée sai', 'dyspnée', 'difficulté respiratoire', 'essoufflement']	0.056
Q664174	dyspnée	Q188008	['C0013404']	['dyspnee', 'difficultés à respirer', 'souffle court', 'essouf', 'dyspnées', 'difficulte respiratoire', 'essoufflé(e)', 'souffle court/dyspnee', 'respiration difficile', 'dyspnée sai', 'dyspnée', 'difficulté respiratoire', 'essoufflement']	0.056
Q1077603	dyspnée	Q188008	['C0013404']	['dyspnee', 'difficultés à respirer', 'souffle court', 'essouf', 'dyspnées', 'difficulte respiratoire', 'essoufflé(e)', 'souffle court/dyspnee', 'respiration difficile', 'dyspnée sai', 'dyspnée', 'difficulté respiratoire', 'essoufflement']	0.056
Q1364270	dyspnée	Q188008	['C0013404']	['dyspnee', 'difficultés à respirer', 'souffle court', 'essouf', 'dyspnées', 'difficulte respiratoire', 'essoufflé(e)', 'souffle court/dyspnee', 'respiration difficile', 'dyspnée sai', 'dyspnée', 'difficulté respiratoire', 'essoufflement']	0.056
Q1444550	dyspnée	Q188008	['C0013404']	['dyspnee', 'difficultés à respirer', 'souffle court', 'essouf', 'dyspnées', 'difficulte respiratoire', 'essoufflé(e)', 'souffle court/dyspnee', 'respiration difficile', 'dyspnée sai', 'dyspnée', 'difficulté respiratoire', 'essoufflement']	0.056
Q1484058	dyspnée	Q188008	['C0013404']	['dyspnee', 'difficultés à respirer', 'souffle court', 'essouf', 'dyspnées', 'difficulte respiratoire', 'essoufflé(e)', 'souffle court/dyspnee', 'respiration difficile', 'dyspnée sai', 'dyspnée', 'difficulté respiratoire', 'essoufflement']	0.056
Q1958249	dyspnée	Q188008	['C0013404']	['dyspnee', 'difficultés à respirer', 'souffle court', 'essouf', 'dyspnées', 'difficulte respiratoire', 'essoufflé(e)', 'souffle court/dyspnee', 'respiration difficile', 'dyspnée sai', 'dyspnée', 'difficulté respiratoire', 'essoufflement']	0.056
Q6137239	dyspnée	Q188008	['C0013404']	['dyspnee', 'difficultés à respirer', 'souffle court', 'essouf', 'dyspnées', 'difficulte respiratoire', 'essoufflé(e)', 'souffle court/dyspnee', 'respiration difficile', 'dyspnée sai', 'dyspnée', 'difficulté respiratoire', 'essoufflement']	0.056
Q18554367	dyspnée	Q188008	['C0013404']	['dyspnee', 'difficultés à respirer', 'souffle court', 'essouf', 'dyspnées', 'difficulte respiratoire', 'essoufflé(e)', 'souffle court/dyspnee', 'respiration difficile', 'dyspnée sai', 'dyspnée', 'difficulté respiratoire', 'essoufflement']	0.056
Q53926008	dyspnée	Q188008	['C0013404']	['dyspnee', 'difficultés à respirer', 'souffle court', 'essouf', 'dyspnées', 'difficulte respiratoire', 'essoufflé(e)', 'souffle court/dyspnee', 'respiration difficile', 'dyspnée sai', 'dyspnée', 'difficulté respiratoire', 'essoufflement']	0.056
Q98608770	dyspnée	Q188008	['C0013404']	['dyspnee', 'difficultés à respirer', 'souffle court', 'essouf', 'dyspnées', 'difficulte respiratoire', 'essoufflé(e)', 'souffle court/dyspnee', 'respiration difficile', 'dyspnée sai', 'dyspnée', 'difficulté respiratoire', 'essoufflement']	0.056
Q131755	hypomanie	Q188611	n/a	n/a	1.0
Q190805	trouble du rythme cardiaque	Q189331	['C0340464', 'C0003811', 'C0237314']	['contraction cardiaque prématurée', 'battements de coeur prématurés', 'extrasystole', 'battements prématurés non précisés', 'battements cardiaques ectopiques', 'extrasystoles sai', 'battements card origine ectopique', 'battements prématurés', 'battements de coeur ectopiques', 'extrasystoles', 'battements ectopiques', 'arythmies cardiaques', 'arythmies', 'dysrythmies cardiaques', 'dysrythmie cardiaque non précisée', 'troubles du rythme cardiaque', 'arythmie cardiaque sai', 'arythmie sai', 'dysrythmies', 'trouble du rythme cardiaque sai', 'extrasystoles/tous types', 'arythmie', 'arythmie cardiaque', 'battements de coeur irréguliers', 'fréquence cardiaque irrégulière', 'irrégularité cardiaque']	0.2
Q201989	trouble du rythme cardiaque	Q189331	['C0340464', 'C0003811', 'C0237314']	['contraction cardiaque prématurée', 'battements de coeur prématurés', 'extrasystole', 'battements prématurés non précisés', 'battements cardiaques ectopiques', 'extrasystoles sai', 'battements card origine ectopique', 'battements prématurés', 'battements de coeur ectopiques', 'extrasystoles', 'battements ectopiques', 'arythmies cardiaques', 'arythmies', 'dysrythmies cardiaques', 'dysrythmie cardiaque non précisée', 'troubles du rythme cardiaque', 'arythmie cardiaque sai', 'arythmie sai', 'dysrythmies', 'trouble du rythme cardiaque sai', 'extrasystoles/tous types', 'arythmie', 'arythmie cardiaque', 'battements de coeur irréguliers', 'fréquence cardiaque irrégulière', 'irrégularité cardiaque']	0.2
Q1335642	trouble du rythme cardiaque	Q189331	['C0340464', 'C0003811', 'C0237314']	['contraction cardiaque prématurée', 'battements de coeur prématurés', 'extrasystole', 'battements prématurés non précisés', 'battements cardiaques ectopiques', 'extrasystoles sai', 'battements card origine ectopique', 'battements prématurés', 'battements de coeur ectopiques', 'extrasystoles', 'battements ectopiques', 'arythmies cardiaques', 'arythmies', 'dysrythmies cardiaques', 'dysrythmie cardiaque non précisée', 'troubles du rythme cardiaque', 'arythmie cardiaque sai', 'arythmie sai', 'dysrythmies', 'trouble du rythme cardiaque sai', 'extrasystoles/tous types', 'arythmie', 'arythmie cardiaque', 'battements de coeur irréguliers', 'fréquence cardiaque irrégulière', 'irrégularité cardiaque']	0.2
Q1860507	trouble du rythme cardiaque	Q189331	['C0340464', 'C0003811', 'C0237314']	['contraction cardiaque prématurée', 'battements de coeur prématurés', 'extrasystole', 'battements prématurés non précisés', 'battements cardiaques ectopiques', 'extrasystoles sai', 'battements card origine ectopique', 'battements prématurés', 'battements de coeur ectopiques', 'extrasystoles', 'battements ectopiques', 'arythmies cardiaques', 'arythmies', 'dysrythmies cardiaques', 'dysrythmie cardiaque non précisée', 'troubles du rythme cardiaque', 'arythmie cardiaque sai', 'arythmie sai', 'dysrythmies', 'trouble du rythme cardiaque sai', 'extrasystoles/tous types', 'arythmie', 'arythmie cardiaque', 'battements de coeur irréguliers', 'fréquence cardiaque irrégulière', 'irrégularité cardiaque']	0.2
Q3269843	trouble du rythme cardiaque	Q189331	['C0340464', 'C0003811', 'C0237314']	['contraction cardiaque prématurée', 'battements de coeur prématurés', 'extrasystole', 'battements prématurés non précisés', 'battements cardiaques ectopiques', 'extrasystoles sai', 'battements card origine ectopique', 'battements prématurés', 'battements de coeur ectopiques', 'extrasystoles', 'battements ectopiques', 'arythmies cardiaques', 'arythmies', 'dysrythmies cardiaques', 'dysrythmie cardiaque non précisée', 'troubles du rythme cardiaque', 'arythmie cardiaque sai', 'arythmie sai', 'dysrythmies', 'trouble du rythme cardiaque sai', 'extrasystoles/tous types', 'arythmie', 'arythmie cardiaque', 'battements de coeur irréguliers', 'fréquence cardiaque irrégulière', 'irrégularité cardiaque']	0.2
Q1472	fistule	Q189470	n/a	n/a	1.0
Q83319	délire	Q189643	['C0011253']	['idée délirante', 'délire sai', 'idées délirantes', 'délires', 'symptômes délirants', 'délire', 'idee delirante']	0.25
Q21097765	Narcolepsie	Q189561	n/a	n/a	1.0
Q1472	aphte	Q189956	['C0038363', 'C2937365']	['aphtes buccaux', 'stomatite aphteuse', 'ulcère aphteux', 'ulcérations aphteuses orales', 'ulcerations aphteuses bouche', 'ulcère buccal aphteux', 'aphte', 'ulcère aphteux récidivant']	0.5
Q911427	aphte	Q189956	['C0038363', 'C2937365']	['aphtes buccaux', 'stomatite aphteuse', 'ulcère aphteux', 'ulcérations aphteuses orales', 'ulcerations aphteuses bouche', 'ulcère buccal aphteux', 'aphte', 'ulcère aphteux récidivant']	0.5
Q12090	cyanose	Q192120	['C0010520']	['cyanose sai', 'cyanosé', 'cyanose']	0.25
Q154874	cyanose	Q192120	['C0010520']	['cyanose sai', 'cyanosé', 'cyanose']	0.25
Q344873	cyanose	Q192120	['C0010520']	['cyanose sai', 'cyanosé', 'cyanose']	0.25
Q18554367	cyanose	Q192120	['C0010520']	['cyanose sai', 'cyanosé', 'cyanose']	0.25
Q16333787	filariose lymphatique	Q192100	['C0013884']	['filariose lymphatique', 'éléphantiasis filarien', 'filariose de bancroft']	1.0
Q131755	délire	Q189643	['C0011253']	['idée délirante', 'délire sai', 'idées délirantes', 'délires', 'symptômes délirants', 'délire', 'idee delirante']	0.25
Q462833	délire	Q189643	['C0011253']	['idée délirante', 'délire sai', 'idées délirantes', 'délires', 'symptômes délirants', 'délire', 'idee delirante']	0.25
Q721073	délire	Q189643	['C0011253']	['idée délirante', 'délire sai', 'idées délirantes', 'délires', 'symptômes délirants', 'délire', 'idee delirante']	0.25
Q124604	Ascite	Q193889	['C0003962']	['épanchement péritonéal', 'ascites', 'ascite']	0.25
Q154869	Ascite	Q193889	['C0003962']	['épanchement péritonéal', 'ascites', 'ascite']	0.25
Q190805	Ascite	Q193889	['C0003962']	['épanchement péritonéal', 'ascites', 'ascite']	0.25
Q1359898	Ascite	Q193889	['C0003962']	['épanchement péritonéal', 'ascites', 'ascite']	0.25
Q36956	déformation d'un matériau	Q193514	n/a	n/a	1.0
Q202387	cauchemar	Q192692	n/a	n/a	1.0
Q2076966	hydrocéphalie	Q193003	['C0020255']	['hydrocéphalie', 'hydrencéphalie', 'hydrocéphalie sai', 'hydrocephalie']	1.0
Q12090	déshydratation	Q194290	['C0011175']	['déshydratation', 'exsiccose', 'deshydratation']	0.167
Q156103	déshydratation	Q194290	['C0011175']	['déshydratation', 'exsiccose', 'deshydratation']	0.167
Q428447	déshydratation	Q194290	['C0011175']	['déshydratation', 'exsiccose', 'deshydratation']	0.167
Q1359898	déshydratation	Q194290	['C0011175']	['déshydratation', 'exsiccose', 'deshydratation']	0.167
Q3008595	déshydratation	Q194290	['C0011175']	['déshydratation', 'exsiccose', 'deshydratation']	0.167
Q3589128	déshydratation	Q194290	['C0011175']	['déshydratation', 'exsiccose', 'deshydratation']	0.167
Q5160418	nanisme	Q194101	['C0013336']	['nanisme', 'nanisme sai', 'maladie des rabougris', 'nain']	1.0
Q12192	prurit	Q199602	['C0033774']	['avec démangeaisons', 'démangeaisons', 'prurit (sf d05 x16)', 'prurit', 'démangeaison', 'demangeaisons', 'affection prurigineuse non précisée', 'démangeaison de la peau', 'prurit sai', 'prurit cutané']	0.143
Q167178	prurit	Q199602	['C0033774']	['avec démangeaisons', 'démangeaisons', 'prurit (sf d05 x16)', 'prurit', 'démangeaison', 'demangeaisons', 'affection prurigineuse non précisée', 'démangeaison de la peau', 'prurit sai', 'prurit cutané']	0.143
Q382370	prurit	Q199602	['C0033774']	['avec démangeaisons', 'démangeaisons', 'prurit (sf d05 x16)', 'prurit', 'démangeaison', 'demangeaisons', 'affection prurigineuse non précisée', 'démangeaison de la peau', 'prurit sai', 'prurit cutané']	0.143
Q388646	prurit	Q199602	['C0033774']	['avec démangeaisons', 'démangeaisons', 'prurit (sf d05 x16)', 'prurit', 'démangeaison', 'demangeaisons', 'affection prurigineuse non précisée', 'démangeaison de la peau', 'prurit sai', 'prurit cutané']	0.143
Q574905	prurit	Q199602	['C0033774']	['avec démangeaisons', 'démangeaisons', 'prurit (sf d05 x16)', 'prurit', 'démangeaison', 'demangeaisons', 'affection prurigineuse non précisée', 'démangeaison de la peau', 'prurit sai', 'prurit cutané']	0.143
Q1992236	prurit	Q199602	['C0033774']	['avec démangeaisons', 'démangeaisons', 'prurit (sf d05 x16)', 'prurit', 'démangeaison', 'demangeaisons', 'affection prurigineuse non précisée', 'démangeaison de la peau', 'prurit sai', 'prurit cutané']	0.143
Q18924544	prurit	Q199602	['C0033774']	['avec démangeaisons', 'démangeaisons', 'prurit (sf d05 x16)', 'prurit', 'démangeaison', 'demangeaisons', 'affection prurigineuse non précisée', 'démangeaison de la peau', 'prurit sai', 'prurit cutané']	0.143
Q154874	encéphalite	Q199615	['C0014038']	['inflammation cérébrale', 'encéphalite sai', 'encephalite', 'encéphalite']	0.25
Q154878	encéphalite	Q199615	['C0014038']	['inflammation cérébrale', 'encéphalite sai', 'encephalite', 'encéphalite']	0.25
Q160653	encéphalite	Q199615	['C0014038']	['inflammation cérébrale', 'encéphalite sai', 'encephalite', 'encéphalite']	0.25
Q11627066	encéphalite	Q199615	['C0014038']	['inflammation cérébrale', 'encéphalite sai', 'encephalite', 'encéphalite']	0.25
Q36956	épistaxis	Q202013	['C0014591']	['saignements de nez', 'épistaxis', 'epistaxis', 'hémorragie du nez', 'saignement de nez', 'saignement nasal', 'saignement de nez/epistaxis', 'hémorragie nasale']	0.2
Q167264	épistaxis	Q202013	['C0014591']	['saignements de nez', 'épistaxis', 'epistaxis', 'hémorragie du nez', 'saignement de nez', 'saignement nasal', 'saignement de nez/epistaxis', 'hémorragie nasale']	0.2
Q326638	épistaxis	Q202013	['C0014591']	['saignements de nez', 'épistaxis', 'epistaxis', 'hémorragie du nez', 'saignement de nez', 'saignement nasal', 'saignement de nez/epistaxis', 'hémorragie nasale']	0.2
Q709360	épistaxis	Q202013	['C0014591']	['saignements de nez', 'épistaxis', 'epistaxis', 'hémorragie du nez', 'saignement de nez', 'saignement nasal', 'saignement de nez/epistaxis', 'hémorragie nasale']	0.2
Q3109873	épistaxis	Q202013	['C0014591']	['saignements de nez', 'épistaxis', 'epistaxis', 'hémorragie du nez', 'saignement de nez', 'saignement nasal', 'saignement de nez/epistaxis', 'hémorragie nasale']	0.2
Q239848	hypoglycémie	Q202758	['C0020615', 'C0271708']	['hypoglycémie sai', 'hypoglycemie', 'hypoglycémie', 'hypoglycémie, non précisée', 'hypoglycémie post-stimulative', 'hypoglycémie de jeûne']	1.0
Q39222	arrêt cardio-circulatoire	Q202837	['C0018790', 'C0085298', 'C0264886', 'C0600228', 'C1861884']	"['asystolie', 'asystole', 'asystolie ventriculaire', 'arrêt du coeur', 'arrêt cardiaque', 'arret cardiaque', 'pause cardiaque', 'arrêt cardio-circulatoire', 'arrêt cardiocirculatoire', 'asystolique', 'arrêt ventriculaire', 'arrêt des contractions du coeur', ""mort soudaine d'origine cardiaque"", ""mort subite d'origine cardiaque"", 'mort cardiaque subite', 'mort subite cardiaque', 'mort soudaine par arrêt cardiaque', 'trouble de la conduction, non précisé', 'troubles de conduction', 'défaut de conduction sai', 'troubles de la conduction cardiaque', 'trouble de conduction sai', 'trouble de la conduction', 'trouble de la conduction cardiaque', 'arrêt cardiorespiratoire', 'arrêt cardiopulmonaire', 'arrêt cardio-pulmonaire']"	1.0
Q3153686	euphorie	Q203994	n/a	n/a	1.0
Q154874	tachycardie	Q209583	['C0039231', 'C4020868']	['pouls accéléré', 'fréquence cardiaque augmentée', 'acceleration du pouls', 'accélération cardiaque', 'tachycardie', 'fréquence cardiaque élevée', 'tachycardie, non précisée', 'pouls rapide', 'pouls augmenté', 'battements cardiaques accélérés', 'tachycardie sai', 'rapidité du pouls']	0.1
Q190805	tachycardie	Q209583	['C0039231', 'C4020868']	['pouls accéléré', 'fréquence cardiaque augmentée', 'acceleration du pouls', 'accélération cardiaque', 'tachycardie', 'fréquence cardiaque élevée', 'tachycardie, non précisée', 'pouls rapide', 'pouls augmenté', 'battements cardiaques accélérés', 'tachycardie sai', 'rapidité du pouls']	0.1
Q203133	tachycardie	Q209583	['C0039231', 'C4020868']	['pouls accéléré', 'fréquence cardiaque augmentée', 'acceleration du pouls', 'accélération cardiaque', 'tachycardie', 'fréquence cardiaque élevée', 'tachycardie, non précisée', 'pouls rapide', 'pouls augmenté', 'battements cardiaques accélérés', 'tachycardie sai', 'rapidité du pouls']	0.1
Q408089	tachycardie	Q209583	['C0039231', 'C4020868']	['pouls accéléré', 'fréquence cardiaque augmentée', 'acceleration du pouls', 'accélération cardiaque', 'tachycardie', 'fréquence cardiaque élevée', 'tachycardie, non précisée', 'pouls rapide', 'pouls augmenté', 'battements cardiaques accélérés', 'tachycardie sai', 'rapidité du pouls']	0.1
Q574975	tachycardie	Q209583	['C0039231', 'C4020868']	['pouls accéléré', 'fréquence cardiaque augmentée', 'acceleration du pouls', 'accélération cardiaque', 'tachycardie', 'fréquence cardiaque élevée', 'tachycardie, non précisée', 'pouls rapide', 'pouls augmenté', 'battements cardiaques accélérés', 'tachycardie sai', 'rapidité du pouls']	0.1
Q1364270	tachycardie	Q209583	['C0039231', 'C4020868']	['pouls accéléré', 'fréquence cardiaque augmentée', 'acceleration du pouls', 'accélération cardiaque', 'tachycardie', 'fréquence cardiaque élevée', 'tachycardie, non précisée', 'pouls rapide', 'pouls augmenté', 'battements cardiaques accélérés', 'tachycardie sai', 'rapidité du pouls']	0.1
Q3508705	tachycardie	Q209583	['C0039231', 'C4020868']	['pouls accéléré', 'fréquence cardiaque augmentée', 'acceleration du pouls', 'accélération cardiaque', 'tachycardie', 'fréquence cardiaque élevée', 'tachycardie, non précisée', 'pouls rapide', 'pouls augmenté', 'battements cardiaques accélérés', 'tachycardie sai', 'rapidité du pouls']	0.1
Q28024539	tachycardie	Q209583	['C0039231', 'C4020868']	['pouls accéléré', 'fréquence cardiaque augmentée', 'acceleration du pouls', 'accélération cardiaque', 'tachycardie', 'fréquence cardiaque élevée', 'tachycardie, non précisée', 'pouls rapide', 'pouls augmenté', 'battements cardiaques accélérés', 'tachycardie sai', 'rapidité du pouls']	0.1
Q32553802	tachycardie	Q209583	['C0039231', 'C4020868']	['pouls accéléré', 'fréquence cardiaque augmentée', 'acceleration du pouls', 'accélération cardiaque', 'tachycardie', 'fréquence cardiaque élevée', 'tachycardie, non précisée', 'pouls rapide', 'pouls augmenté', 'battements cardiaques accélérés', 'tachycardie sai', 'rapidité du pouls']	0.1
Q32553811	tachycardie	Q209583	['C0039231', 'C4020868']	['pouls accéléré', 'fréquence cardiaque augmentée', 'acceleration du pouls', 'accélération cardiaque', 'tachycardie', 'fréquence cardiaque élevée', 'tachycardie, non précisée', 'pouls rapide', 'pouls augmenté', 'battements cardiaques accélérés', 'tachycardie sai', 'rapidité du pouls']	0.1
Q2076966	syndrome de Guillain-Barré	Q205214	['C0018378']	['polyradiculonévrite de guillain-barré', 'polyradiculonévrite démyélinisante inflammatoire aigüe', 'polyradiculonévrite aiguë inflammatoire', 'sgb (syndrome de guillain-barré)', 'syndrome de landry-guillain-barré', 'syndrome de guillain-barré', 'syndrome de guillain-barre', 'polyradiculonévrite démyélinisante inflammatoire aiguë']	1.0
Q12192	ronflement	Q205835	n/a	n/a	1.0
Q12214	cicatrice	Q206060	['C0008767']	['cicatrice', 'cicatrisation']	1.0
Q432396	amblyopie	Q207855	['C0002418']	['amblyopie, non précisée', 'amblyopie sai', 'amblyopie']	1.0
Q133823	éructation	Q209789	n/a	n/a	0.5
Q4463309	éructation	Q209789	n/a	n/a	0.5
Q1134891	alimentation	Q213449	n/a	n/a	1.0
Q30953	bradycardie	Q217111	['C0428977']	['bradycardie', 'bradyarythmie', 'bradyarythmies', 'fréquence cardiaque diminuée', 'fréquence cardiaque basse', 'bradycardie sai', 'brady-arythmies', 'ralentissement marque du pouls']	0.2
Q83319	bradycardie	Q217111	['C0428977']	['bradycardie', 'bradyarythmie', 'bradyarythmies', 'fréquence cardiaque diminuée', 'fréquence cardiaque basse', 'bradycardie sai', 'brady-arythmies', 'ralentissement marque du pouls']	0.2
Q154874	bradycardie	Q217111	['C0428977']	['bradycardie', 'bradyarythmie', 'bradyarythmies', 'fréquence cardiaque diminuée', 'fréquence cardiaque basse', 'bradycardie sai', 'brady-arythmies', 'ralentissement marque du pouls']	0.2
Q164727	bradycardie	Q217111	['C0428977']	['bradycardie', 'bradyarythmie', 'bradyarythmies', 'fréquence cardiaque diminuée', 'fréquence cardiaque basse', 'bradycardie sai', 'brady-arythmies', 'ralentissement marque du pouls']	0.2
Q774483	Intolérance au lactose	Q219223	['C0022951', 'C0268181', 'C1857231']	['malabsorption du lactose', 'intolérance au lactose', 'intolerance au lactose', 'alactasie']	1.0
Q11085	tremblement	Q223907	['C0040822']	['tremblement', 'tremblant', 'tremblements']	0.2
Q408089	tremblement	Q223907	['C0040822']	['tremblement', 'tremblant', 'tremblements']	0.2
Q432396	nystagmus	Q220989	n/a	n/a	0.333
Q1571398	nystagmus	Q220989	n/a	n/a	0.333
Q154865	dysarthrie	Q225957	['C0013362']	['dysarthrose', 'dysarthrie']	0.5
Q3042171	dysarthrie	Q225957	['C0013362']	['dysarthrose', 'dysarthrie']	0.5
Q3153686	dermatite	Q229256	['C0011603', 'C3875321']	['inflammation cutanée', 'dermatite', 'inflammation cutanee sai', 'dermatite sai', 'inflammation cutanée sai']	1.0
Q7262033	pustule	Q599389	['C0542346']	['boutons', 'bouton']	1.0
Q1585081	hyperkaliémie	Q605259	['C0020461']	['hyperpotassemie', 'hyperpotassémie', 'hyperkaliémie', 'hyperkaliemie']	0.5
Q3269843	hyperkaliémie	Q605259	['C0020461']	['hyperpotassemie', 'hyperpotassémie', 'hyperkaliémie', 'hyperkaliemie']	0.5
Q28024539	lagophtalmie	Q620918	['C4022680']	[]	0.5
Q154865	ptosis	Q622427	['C0005745']	['ptosis', 'ptose de la paupiere', 'ptose de la paupière, non précisée', 'ptose de la paupière', 'blépharoptose']	0.2
Q160653	ptosis	Q622427	['C0005745']	['ptosis', 'ptose de la paupiere', 'ptose de la paupière, non précisée', 'ptose de la paupière', 'blépharoptose']	0.2
Q166907	ptosis	Q622427	['C0005745']	['ptosis', 'ptose de la paupiere', 'ptose de la paupière, non précisée', 'ptose de la paupière', 'blépharoptose']	0.2
Q3042171	ptosis	Q622427	['C0005745']	['ptosis', 'ptose de la paupiere', 'ptose de la paupière, non précisée', 'ptose de la paupière', 'blépharoptose']	0.2
Q28024539	ptosis	Q622427	['C0005745']	['ptosis', 'ptose de la paupiere', 'ptose de la paupière, non précisée', 'ptose de la paupière', 'blépharoptose']	0.2
Q922927	agueusie	Q606216	['C0151934']	['diminution sensations gustatives', 'sens gustatif diminué', 'hypogueusie', 'goût diminué']	1.0
Q46545345	avolition	Q609066	n/a	n/a	1.0
Q709360	troubles hémorragiques	Q611571	['C0019087']	['trouble hemorragique', 'affection hémorragique, non précisée', 'affections hémorragiques', 'maladies hémorragiques', 'manifestations hémorragiques non précisées', 'troubles hémorragiques', 'trouble hémorragique', 'diathèse hémorragique']	1.0
Q408089	dysphagie	Q623289	n/a	n/a	0.2
Q1848471	dysphagie	Q623289	n/a	n/a	0.2
Q1860507	dysphagie	Q623289	n/a	n/a	0.2
Q3042171	dysphagie	Q623289	n/a	n/a	0.2
Q28024539	dysphagie	Q623289	n/a	n/a	0.2
Q208166	automutilation	Q622527	['C0036601', 'C0085271', 'C0853089']	"['automutilation', 'auto-mutilation', ""prédisposition à l'automutilation"", ""comportement d'auto-agression"", ""comportement d'automutilation"", ""comportement d'autoagression"", 'automutilation délibérée', 'comportement autodestructeur', 'comportement autoagressif', 'automutilation non suicidaire', ""prédisposition à l'auto-mutilation"", 'comportement auto-agressif', 'automutilation intentionnelle', 'automutilation délibérée']"	0.5
Q727436	automutilation	Q622527	['C0036601', 'C0085271', 'C0853089']	"['automutilation', 'auto-mutilation', ""prédisposition à l'automutilation"", ""comportement d'auto-agression"", ""comportement d'automutilation"", ""comportement d'autoagression"", 'automutilation délibérée', 'comportement autodestructeur', 'comportement autoagressif', 'automutilation non suicidaire', ""prédisposition à l'auto-mutilation"", 'comportement auto-agressif', 'automutilation intentionnelle', 'automutilation délibérée']"	0.5
Q154874	Anurie	Q612681	['C0003460']	"['anurie', 'diurèse interrompue', ""arrêt de production d'urine"", 'arrêt de la diurèse', 'arret de la secretion urinaire', ""absence de formation d'urine"", ""insuffisance de formation d'urine""]"	1.0
Q1585081	hypercapnie	Q615759	['C0020440']	['rétention de gaz carbonique', 'dioxyde de carbone sanguin augmenté', 'hypercarbie', 'hypercapnie', 'hypercapnique']	1.0
Q208562	anévrisme aortique	Q616003	['C0003486', 'C0265010', 'C0265012', 'C0741160', 'C1305122']	"[""anévrisme de l'aorte"", 'anévrisme aortique', ""anévrysme de l'aorte"", 'anévrysme aortique', ""rupture d'un anévrisme thoracique"", ""rupture d'un anévrisme abdominal"", ""rupture d'anévrisme de l'aorte"", 'rupture anevrysme aortique', ""rupture d'anévrysme de l'aorte"", 'anévrysme aortique rompu', ""anévrysme rompu de l'aorte"", ""rupture d'anévrisme aortique"", ""rupture anévrysmale de l'aorte"", ""rupture d'anévrysme aortique"", 'anévrisme aortique rompu', ""rupture d'un anévrisme aortique de site non précisé"", ""anévrisme rompu de l'aorte"", ""rupture d'un anévrisme thoracoabdominal""]"	1.0
Q154865	Dystonie neurovégétative	Q620639	n/a	n/a	1.0
Q180664	asthénie	Q633403	n/a	n/a	0.125
Q326071	asthénie	Q633403	n/a	n/a	0.125
Q408089	asthénie	Q633403	n/a	n/a	0.125
Q620760	asthénie	Q633403	n/a	n/a	0.125
Q1428132	asthénie	Q633403	n/a	n/a	0.125
Q1992236	asthénie	Q633403	n/a	n/a	0.125
Q4463309	asthénie	Q633403	n/a	n/a	0.125
Q12656487	asthénie	Q633403	n/a	n/a	0.125
Q2076966	rétinite	Q630552	['C0035333']	['retinite', 'rétinite sai', 'rétinite']	1.0
Q124407	polydipsie	Q635195	['C0085602']	['polydypsie', 'polydipsie', 'hydrodipsomanie', 'soif excessive']	0.333
Q3025883	polydipsie	Q635195	['C0085602']	['polydypsie', 'polydipsie', 'hydrodipsomanie', 'soif excessive']	0.333
Q15974799	polydipsie	Q635195	['C0085602']	['polydypsie', 'polydipsie', 'hydrodipsomanie', 'soif excessive']	0.333
Q9081107	insuffisance pancréatique exocrine	Q641605	['C0030293', 'C0267963']	['insuffisance pancréatique', 'insuffisance pancréatique exocrine']	1.0
Q133780	hémoptysie	Q647099	['C0019079']	"['hemoptysie', ""hemorr lors d'efforts de toux"", 'expectoration sanglante', 'toux avec expectorations sanguines', 'expectoration hémoptoque', 'crachats à traces de sang', 'hémoptysie']"	0.2
Q911427	hémoptysie	Q647099	['C0019079']	"['hemoptysie', ""hemorr lors d'efforts de toux"", 'expectoration sanglante', 'toux avec expectorations sanguines', 'expectoration hémoptoque', 'crachats à traces de sang', 'hémoptysie']"	0.2
Q12214	rash	Q653197	['C0015230']	['exantheme', 'exanthème', 'rash sai', 'efflorescence', 'rash cutané', 'eruption', 'éruption cutanée', 'rash (non spécifique)', 'rash et autre éruption cutanée non spécifique', 'rash']	0.05
