CIS	CISLabel	IN	INlabel	drugUri
CIS67666536	GABAPENTINE RATIOPHARM 800 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INdfq9i0b3j6t5voeep7ogj55mia95ui5b	GABAPENTINE	Q5515257
CIS67818595	GABAPENTINE TEVA 100 mg, gélule	http://www.romedi.fr/romedi/INdfq9i0b3j6t5voeep7ogj55mia95ui5b	GABAPENTINE	Q5515257
CIS68267102	GABAPENTINE EVOLUGEN 300 mg, gélule	http://www.romedi.fr/romedi/INdfq9i0b3j6t5voeep7ogj55mia95ui5b	GABAPENTINE	Q5515257
CIS68122911	GABAPENTINE SANDOZ 400 mg, gélule	http://www.romedi.fr/romedi/INdfq9i0b3j6t5voeep7ogj55mia95ui5b	GABAPENTINE	Q5515257
CIS68238175	GABAPENTINE ARROW 800 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INdfq9i0b3j6t5voeep7ogj55mia95ui5b	GABAPENTINE	Q5515257
CIS67517318	GABAPENTINE ALTER 600 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INdfq9i0b3j6t5voeep7ogj55mia95ui5b	GABAPENTINE	Q5515257
CIS67407010	GABAPENTINE ARROW 100 mg, gélule	http://www.romedi.fr/romedi/INdfq9i0b3j6t5voeep7ogj55mia95ui5b	GABAPENTINE	Q5515257
CIS69513934	GABAPENTINE EG LABO 600 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INdfq9i0b3j6t5voeep7ogj55mia95ui5b	GABAPENTINE	Q5515257
CIS66834109	GABAPENTINE PFIZER 400 mg, gélule	http://www.romedi.fr/romedi/INdfq9i0b3j6t5voeep7ogj55mia95ui5b	GABAPENTINE	Q5515257
CIS68831503	GABAPENTINE PFIZER 100 mg, gélule	http://www.romedi.fr/romedi/INdfq9i0b3j6t5voeep7ogj55mia95ui5b	GABAPENTINE	Q5515257
CIS69962313	GABAPENTINE ZYDUS 300 mg, gélule	http://www.romedi.fr/romedi/INdfq9i0b3j6t5voeep7ogj55mia95ui5b	GABAPENTINE	Q5515257
CIS69396317	NEURONTIN 400 mg, gélule	http://www.romedi.fr/romedi/INdfq9i0b3j6t5voeep7ogj55mia95ui5b	GABAPENTINE	Q5515257
CIS62381191	KAOLOGEAIS, granulés	http://www.romedi.fr/romedi/IN9dkopu73u3qit8msr0ugg0ur6p3u1l90	MÉPROBAMATE	Q418351
CIS63912862	LUDIOMIL 25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN221kupdd1pe85ioilsem0nvhb7sdup3b	MAPROTILINE	Q418361
CIS67798274	LUDIOMIL 75 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN221kupdd1pe85ioilsem0nvhb7sdup3b	MAPROTILINE	Q418361
CIS64426906	HARVONI 90 mg/400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN939ufmtarg5klkn8mqp035atn7kg50fn	SOFOSBUVIR	Q2502747
CIS62645506	VICTOZA 6 mg/ml, solution injectable en stylo prérempli	http://www.romedi.fr/romedi/IN3v24ql6u9mrneaivqctqbascc1bp2ieh	LIRAGLUTIDE	Q2526479
CIS63697872	SOLIAN 200 mg/4 ml, solution injectable	http://www.romedi.fr/romedi/IN2ot6jf4i08clmebt62luvueglod544h1	AMISULPRIDE	Q418785
CIS64726693	SOLIAN 200 mg, comprimé sécable	http://www.romedi.fr/romedi/IN2ot6jf4i08clmebt62luvueglod544h1	AMISULPRIDE	Q418785
CIS60019927	SOLIAN 100 mg, comprimé sécable	http://www.romedi.fr/romedi/IN2ot6jf4i08clmebt62luvueglod544h1	AMISULPRIDE	Q418785
CIS62921036	SOLIAN 100 mg/ml, solution buvable	http://www.romedi.fr/romedi/IN2ot6jf4i08clmebt62luvueglod544h1	AMISULPRIDE	Q418785
CIS65637856	SOLIAN 400 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/IN2ot6jf4i08clmebt62luvueglod544h1	AMISULPRIDE	Q418785
CIS62440939	AMISULPRIDE ARROW 200 mg, comprimé sécable	http://www.romedi.fr/romedi/IN2ot6jf4i08clmebt62luvueglod544h1	AMISULPRIDE	Q418785
CIS62158911	AMISULPRIDE TEVA 200 mg, comprimé sécable	http://www.romedi.fr/romedi/IN2ot6jf4i08clmebt62luvueglod544h1	AMISULPRIDE	Q418785
CIS61782861	AMISULPRIDE SANDOZ 200 mg, comprimé sécable	http://www.romedi.fr/romedi/IN2ot6jf4i08clmebt62luvueglod544h1	AMISULPRIDE	Q418785
CIS63479902	AMISULPRIDE ARROW 100 mg, comprimé sécable	http://www.romedi.fr/romedi/IN2ot6jf4i08clmebt62luvueglod544h1	AMISULPRIDE	Q418785
CIS63724643	AMISULPRIDE EG 100 mg, comprimé sécable	http://www.romedi.fr/romedi/IN2ot6jf4i08clmebt62luvueglod544h1	AMISULPRIDE	Q418785
CIS65839434	AMISULPRIDE MYLAN 200 mg, comprimé sécable	http://www.romedi.fr/romedi/IN2ot6jf4i08clmebt62luvueglod544h1	AMISULPRIDE	Q418785
CIS65708666	AMISULPRIDE BIOGARAN 100 mg, comprimé sécable	http://www.romedi.fr/romedi/IN2ot6jf4i08clmebt62luvueglod544h1	AMISULPRIDE	Q418785
CIS61484459	AMISULPRIDE TEVA 400 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/IN2ot6jf4i08clmebt62luvueglod544h1	AMISULPRIDE	Q418785
CIS66567617	AMISULPRIDE MYLAN 100 mg, comprimé sécable	http://www.romedi.fr/romedi/IN2ot6jf4i08clmebt62luvueglod544h1	AMISULPRIDE	Q418785
CIS67396934	AMISULPRIDE EG 400 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/IN2ot6jf4i08clmebt62luvueglod544h1	AMISULPRIDE	Q418785
CIS68135556	AMISULPRIDE EG 200 mg, comprimé sécable	http://www.romedi.fr/romedi/IN2ot6jf4i08clmebt62luvueglod544h1	AMISULPRIDE	Q418785
CIS67740449	AMISULPRIDE ARROW 400 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/IN2ot6jf4i08clmebt62luvueglod544h1	AMISULPRIDE	Q418785
CIS61488347	NILEVAR 10 mg, comprimé	http://www.romedi.fr/romedi/IN4r2p9dfvm70a1pasqjp82uppjmurspd6	NORÉTHANDROLONE	Q7050955
CIS61774341	ACTICARBINE, comprimé enrobé	http://www.romedi.fr/romedi/INlph5g2ef87nicg0mkdepbquc0sembsj0	PAPAVÉRINE	Q410374
CIS60804995	AXEPIM 1 g, poudre pour usage parentéral	http://www.romedi.fr/romedi/IN3e4of348b0epopab6764km17qnvbn3e9	CÉFÉPIME	Q2552927
CIS65002725	CEFEPIME MYLAN 1 g, poudre pour solution injectable	http://www.romedi.fr/romedi/IN3e4of348b0epopab6764km17qnvbn3e9	CÉFÉPIME	Q2552927
CIS61957549	CEFEPIME PANPHARMA 1 g, poudre pour solution injectable (IM/IV)	http://www.romedi.fr/romedi/IN3e4of348b0epopab6764km17qnvbn3e9	CÉFÉPIME	Q2552927
CIS61110397	CEFEPIME GERDA 2 g, poudre pour solution injectable (IV)	http://www.romedi.fr/romedi/IN3e4of348b0epopab6764km17qnvbn3e9	CÉFÉPIME	Q2552927
CIS67288175	AXEPIM 2 g, poudre pour usage parentéral	http://www.romedi.fr/romedi/IN3e4of348b0epopab6764km17qnvbn3e9	CÉFÉPIME	Q2552927
CIS68804495	CEFEPIME MYLAN 2 g, poudre pour solution injectable	http://www.romedi.fr/romedi/IN3e4of348b0epopab6764km17qnvbn3e9	CÉFÉPIME	Q2552927
CIS69701039	CEFEPIME PANPHARMA 2 g, poudre pour solution injectable (IV)	http://www.romedi.fr/romedi/IN3e4of348b0epopab6764km17qnvbn3e9	CÉFÉPIME	Q2552927
CIS60304050	LIORESAL 10 mg, comprimé sécable	http://www.romedi.fr/romedi/INsv3lop3jonm6jst1kapc396o1vsllpdg	BACLOFÈNE	Q413717
CIS62311182	LIORESAL 10 mg/20 ml, solution injectable pour perfusion par voie intrathécale en ampoule	http://www.romedi.fr/romedi/INsv3lop3jonm6jst1kapc396o1vsllpdg	BACLOFÈNE	Q413717
CIS65317023	LIORESAL 10 mg/5 ml, solution injectable pour perfusion par voie intrathécale en ampoule	http://www.romedi.fr/romedi/INsv3lop3jonm6jst1kapc396o1vsllpdg	BACLOFÈNE	Q413717
CIS64073783	BACLOFENE ZENTIVA 10 mg, comprimé sécable	http://www.romedi.fr/romedi/INsv3lop3jonm6jst1kapc396o1vsllpdg	BACLOFÈNE	Q413717
CIS62472716	BACLOFENE SUN 0,05 mg/ml, solution injectable	http://www.romedi.fr/romedi/INsv3lop3jonm6jst1kapc396o1vsllpdg	BACLOFÈNE	Q413717
CIS61434805	BACLOFENE SUN 10 mg/20 ml, solution pour perfusion	http://www.romedi.fr/romedi/INsv3lop3jonm6jst1kapc396o1vsllpdg	BACLOFÈNE	Q413717
CIS61835424	BACLOFENE SUN 10 mg/5 ml, solution pour perfusion	http://www.romedi.fr/romedi/INsv3lop3jonm6jst1kapc396o1vsllpdg	BACLOFÈNE	Q413717
CIS63914016	BACLOFENE AGUETTANT 2 mg/ml, solution pour perfusion pour voie intrathécale en ampoule	http://www.romedi.fr/romedi/INsv3lop3jonm6jst1kapc396o1vsllpdg	BACLOFÈNE	Q413717
CIS65672615	BACLOFENE AGUETTANT 0,05 mg/ml, solution injectable pour voie intrathécale en ampoule	http://www.romedi.fr/romedi/INsv3lop3jonm6jst1kapc396o1vsllpdg	BACLOFÈNE	Q413717
CIS69375846	LIORESAL 0,05 mg/1 ml, solution injectable par voie intrathécale en ampoule	http://www.romedi.fr/romedi/INsv3lop3jonm6jst1kapc396o1vsllpdg	BACLOFÈNE	Q413717
CIS68230207	BACLOFENE AGUETTANT 0,5 mg/ml, solution pour perfusion pour voie intrathécale en ampoule	http://www.romedi.fr/romedi/INsv3lop3jonm6jst1kapc396o1vsllpdg	BACLOFÈNE	Q413717
CIS61694240	TARCEVA 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INdppihpfflt3m7qj98i0gma50cmbo5rg4	ERLOTINIB	Q418369
CIS63390528	TARCEVA 150 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INdppihpfflt3m7qj98i0gma50cmbo5rg4	ERLOTINIB	Q418369
CIS67311535	TARCEVA 25 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INdppihpfflt3m7qj98i0gma50cmbo5rg4	ERLOTINIB	Q418369
CIS69888457	NUCTALON 2 mg, comprimé	http://www.romedi.fr/romedi/INsqr4t4hoiqtme0e9gsi69reahvdnogd5	ESTAZOLAM	Q3045264
CIS61837560	BISEPTINE, solution pour application locale	http://www.romedi.fr/romedi/INd1v0qfuv3eh1abkq65sealp53566rou5	CHLORHEXIDINE	Q15646788
CIS62686809	INSTILLAGEL, gel urétral en seringue préremplie	http://www.romedi.fr/romedi/INd1v0qfuv3eh1abkq65sealp53566rou5	CHLORHEXIDINE	Q15646788
CIS62593867	BISEPTINESPRAID, solution pour application cutanée	http://www.romedi.fr/romedi/INd1v0qfuv3eh1abkq65sealp53566rou5	CHLORHEXIDINE	Q15646788
CIS65570603	PRADAXA 110 mg, gélule	http://www.romedi.fr/romedi/INh1ipfvlod45nt0135be07h656ho5rg18	DABIGATRAN	Q20078502
CIS65693901	PRADAXA 75 mg, gélule	http://www.romedi.fr/romedi/INh1ipfvlod45nt0135be07h656ho5rg18	DABIGATRAN	Q20078502
CIS63484283	PRADAXA 150 mg, gélule	http://www.romedi.fr/romedi/INh1ipfvlod45nt0135be07h656ho5rg18	DABIGATRAN	Q20078502
CIS60195398	VERCYTE 25 mg, comprimé	http://www.romedi.fr/romedi/INonl488mg02u18ruscr3m8r6678389n0b	PIPOBROMAN	Q15366704
CIS64426906	HARVONI 90 mg/400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN9fra6enqf2aq34sb73otuu8t9vb1mcut	LÉDIPASVIR	Q15409409
CIS67077388	TASMAR 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INpi025s2pnfb80gf01i5e5qj4q3mjtvj2	TOLCAPONE	Q413840
CIS60035714	SIMPONI 50 mg, solution injectable en seringue préremplie	http://www.romedi.fr/romedi/INt5147ff9jgm856lta0bntladssiabo39	GOLIMUMAB	Q413879
CIS62222050	SIMPONI 50 mg, solution injectable en stylo pré-rempli	http://www.romedi.fr/romedi/INt5147ff9jgm856lta0bntladssiabo39	GOLIMUMAB	Q413879
CIS62534114	SIMPONI 100 mg, solution injectable en stylo prérempli	http://www.romedi.fr/romedi/INt5147ff9jgm856lta0bntladssiabo39	GOLIMUMAB	Q413879
CIS67700426	SIMPONI 100 mg, solution injectable en seringue préremplie	http://www.romedi.fr/romedi/INt5147ff9jgm856lta0bntladssiabo39	GOLIMUMAB	Q413879
CIS62684893	AMETYCINE 10 mg, poudre pour solution injectable	http://www.romedi.fr/romedi/IN1itv1ups3uv31du6eer54itivjqt3g62	MITOMYCINE C	Q19856779
CIS68915556	AMETYCINE 40 mg, poudre pour solution pour irrigation vésicale	http://www.romedi.fr/romedi/IN1itv1ups3uv31du6eer54itivjqt3g62	MITOMYCINE C	Q19856779
CIS65373851	TICARPEN 5 g, poudre pour solution injectable (I.V.)	http://www.romedi.fr/romedi/INmjihvfg6kbhj6at8rqtj7631pb1sarb5	TICARCILLINE	Q2601832
CIS67951898	CLAVENTIN 3 g/200 mg, poudre pour solution injectable (I.V.)	http://www.romedi.fr/romedi/INmjihvfg6kbhj6at8rqtj7631pb1sarb5	TICARCILLINE	Q2601832
CIS67557120	CLAVENTIN 5 g/200 mg, poudre pour solution injectable (I.V.)	http://www.romedi.fr/romedi/INmjihvfg6kbhj6at8rqtj7631pb1sarb5	TICARCILLINE	Q2601832
CIS64963386	PEFLACINE 400 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INatriokp70s9h65tpmkv7c730meejsmaj	PÉFLOXACINE	Q2601859
CIS62562672	ZINNAT 750 mg, poudre pour solution injectable (I.M., I.V.)	http://www.romedi.fr/romedi/INdngfmc3etg3cg5q31pi6itr6tron2t6h	CÉFUROXIME	Q413728
CIS63424838	ZINNAT 125 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INdngfmc3etg3cg5q31pi6itr6tron2t6h	CÉFUROXIME	Q413728
CIS64292072	ZINNAT 1,5 g, poudre pour solution pour perfusion	http://www.romedi.fr/romedi/INdngfmc3etg3cg5q31pi6itr6tron2t6h	CÉFUROXIME	Q413728
CIS61068069	ZINNAT 125 mg/5 ml ENFANTS ET NOURRISSONS, granulés pour suspension buvable en flacon	http://www.romedi.fr/romedi/INdngfmc3etg3cg5q31pi6itr6tron2t6h	CÉFUROXIME	Q413728
CIS61101964	CEFUROXIME MYLAN 1,5 g, poudre pour solution pour perfusion	http://www.romedi.fr/romedi/INdngfmc3etg3cg5q31pi6itr6tron2t6h	CÉFUROXIME	Q413728
CIS64744218	CEFUROXIME MYLAN 750 mg, poudre pour solution injectable (IV) et suspension injectable (IM)	http://www.romedi.fr/romedi/INdngfmc3etg3cg5q31pi6itr6tron2t6h	CÉFUROXIME	Q413728
CIS65998162	CEFUROXIME FLAVELAB 250 mg, poudre pour solution injectable (IM - IV)	http://www.romedi.fr/romedi/INdngfmc3etg3cg5q31pi6itr6tron2t6h	CÉFUROXIME	Q413728
CIS61187486	CEFUROXIME MYLAN 125 mg, comprimé enrobé	http://www.romedi.fr/romedi/INdngfmc3etg3cg5q31pi6itr6tron2t6h	CÉFUROXIME	Q413728
CIS61866327	CEFUROXIME MYLAN 500 mg, comprimé enrobé	http://www.romedi.fr/romedi/INdngfmc3etg3cg5q31pi6itr6tron2t6h	CÉFUROXIME	Q413728
CIS66147392	CEFUROXIME BIOGARAN 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INdngfmc3etg3cg5q31pi6itr6tron2t6h	CÉFUROXIME	Q413728
CIS66169467	CEFUROXIME SANDOZ 250 mg, comprimé enrobé	http://www.romedi.fr/romedi/INdngfmc3etg3cg5q31pi6itr6tron2t6h	CÉFUROXIME	Q413728
CIS64731103	CEFUROXIME SANDOZ 500 mg, comprimé enrobé	http://www.romedi.fr/romedi/INdngfmc3etg3cg5q31pi6itr6tron2t6h	CÉFUROXIME	Q413728
CIS62655190	CEFUROXIME EG 500 mg, comprimé	http://www.romedi.fr/romedi/INdngfmc3etg3cg5q31pi6itr6tron2t6h	CÉFUROXIME	Q413728
CIS66494311	CEFUROXIME ZENTIVA 500 mg, comprimé enrobé	http://www.romedi.fr/romedi/INdngfmc3etg3cg5q31pi6itr6tron2t6h	CÉFUROXIME	Q413728
CIS65694469	CEFUROXIME ARROW 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INdngfmc3etg3cg5q31pi6itr6tron2t6h	CÉFUROXIME	Q413728
CIS61664368	CEFUROXIME TEVA 500 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INdngfmc3etg3cg5q31pi6itr6tron2t6h	CÉFUROXIME	Q413728
CIS67941295	CEFUROXIME PANPHARMA 750 mg, poudre pour solution injectable (IM-IV)	http://www.romedi.fr/romedi/INdngfmc3etg3cg5q31pi6itr6tron2t6h	CÉFUROXIME	Q413728
CIS68943502	ZINNAT 250 mg, poudre pour solution injectable (I.M., I.V.)	http://www.romedi.fr/romedi/INdngfmc3etg3cg5q31pi6itr6tron2t6h	CÉFUROXIME	Q413728
CIS69634836	ZINNAT 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INdngfmc3etg3cg5q31pi6itr6tron2t6h	CÉFUROXIME	Q413728
CIS69501597	CEFUROXIME PANPHARMA 1,5 g, poudre pour solution pour perfusion	http://www.romedi.fr/romedi/INdngfmc3etg3cg5q31pi6itr6tron2t6h	CÉFUROXIME	Q413728
CIS67104586	CEFUROXIME MYLAN 250 mg, comprimé enrobé	http://www.romedi.fr/romedi/INdngfmc3etg3cg5q31pi6itr6tron2t6h	CÉFUROXIME	Q413728
CIS67186747	CEFUROXIME EG 250 mg, comprimé	http://www.romedi.fr/romedi/INdngfmc3etg3cg5q31pi6itr6tron2t6h	CÉFUROXIME	Q413728
CIS69166063	CEFUROXIME BIOGARAN 500 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INdngfmc3etg3cg5q31pi6itr6tron2t6h	CÉFUROXIME	Q413728
CIS68297693	CEFUROXIME ARROW 500 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INdngfmc3etg3cg5q31pi6itr6tron2t6h	CÉFUROXIME	Q413728
CIS66265330	ADIAZINE 500 mg, comprimé	http://www.romedi.fr/romedi/IN4djv6u55scvfg390t580up239vpvod0n	SULFADIAZINE	Q2555060
CIS64598731	ARZERRA 100 mg, solution à diluer pour perfusion	http://www.romedi.fr/romedi/INqcok470tubamhpugofbp71bt79qolj6f	OFATUMUMAB	Q410656
CIS67423712	ARZERRA 1000 mg, solution à diluer pour perfusion	http://www.romedi.fr/romedi/INqcok470tubamhpugofbp71bt79qolj6f	OFATUMUMAB	Q410656
CIS68362550	NALGESIC 300 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INkqptb45n7742humqj70of5jcnf6fg7hu	FÉNOPROFÈNE	Q2555245
CIS66119133	CEFAMANDOLE FLAVELAB 750 mg, poudre pour solution injectable (IM - IV)	http://www.romedi.fr/romedi/INhd4q4unn8opshf2ilqqk3o7v7gsi0din	CÉFAMANDOLE	Q2601530
CIS69886260	CEFAMANDOLE PANPHARMA 750 mg, poudre pour usage parentéral	http://www.romedi.fr/romedi/INhd4q4unn8opshf2ilqqk3o7v7gsi0din	CÉFAMANDOLE	Q2601530
CIS61056483	NORDAZ 15 mg, comprimé quadrisécable	http://www.romedi.fr/romedi/IN1rihjk726d1heeei4aje008gm4ple3cd	NORDAZÉPAM	Q3180288
CIS67581406	NORDAZ 7,5 mg, comprimé sécable	http://www.romedi.fr/romedi/IN1rihjk726d1heeei4aje008gm4ple3cd	NORDAZÉPAM	Q3180288
CIS65529574	MINIDIAB 5 mg, comprimé sécable	http://www.romedi.fr/romedi/INk8stet66o1rnrncdhed9vpv65k3f4cbe	GLIPIZIDE	Q3108899
CIS69521265	GLIBENESE 5 mg, comprimé sécable	http://www.romedi.fr/romedi/INk8stet66o1rnrncdhed9vpv65k3f4cbe	GLIPIZIDE	Q3108899
CIS67477432	GLIPIZIDE MYLAN 5 mg, comprimé sécable	http://www.romedi.fr/romedi/INk8stet66o1rnrncdhed9vpv65k3f4cbe	GLIPIZIDE	Q3108899
CIS68538735	OZIDIA 10 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/INk8stet66o1rnrncdhed9vpv65k3f4cbe	GLIPIZIDE	Q3108899
CIS69026054	OZIDIA 5 mg, comprimé à libération prolongée	http://www.romedi.fr/romedi/INk8stet66o1rnrncdhed9vpv65k3f4cbe	GLIPIZIDE	Q3108899
CIS65217119	MOBIC 15 mg, comprimé sécable	http://www.romedi.fr/romedi/INkg63s77pstc86gc68i47vjpqigd90e9v	MÉLOXICAM	Q414028
CIS63922803	MELOXICAM TEVA 15 mg, comprimé sécable	http://www.romedi.fr/romedi/INkg63s77pstc86gc68i47vjpqigd90e9v	MÉLOXICAM	Q414028
CIS60330522	MELOXICAM BIOGARAN 15 mg, comprimé sécable	http://www.romedi.fr/romedi/INkg63s77pstc86gc68i47vjpqigd90e9v	MÉLOXICAM	Q414028
CIS67044235	MOBIC 7,5 mg, comprimé	http://www.romedi.fr/romedi/INkg63s77pstc86gc68i47vjpqigd90e9v	MÉLOXICAM	Q414028
CIS66852413	MELOXICAM TEVA 7,5 mg, comprimé	http://www.romedi.fr/romedi/INkg63s77pstc86gc68i47vjpqigd90e9v	MÉLOXICAM	Q414028
CIS66904340	MELOXICAM BIOGARAN 7,5 mg, comprimé	http://www.romedi.fr/romedi/INkg63s77pstc86gc68i47vjpqigd90e9v	MÉLOXICAM	Q414028
CIS68015560	MELOXICAM EG 7,5 mg, comprimé	http://www.romedi.fr/romedi/INkg63s77pstc86gc68i47vjpqigd90e9v	MÉLOXICAM	Q414028
CIS69805237	MELOXICAM EG 15 mg, comprimé sécable	http://www.romedi.fr/romedi/INkg63s77pstc86gc68i47vjpqigd90e9v	MÉLOXICAM	Q414028
CIS60427957	LITAK 2 mg/ml, solution injectable	http://www.romedi.fr/romedi/IN99h6tkoa5h9qj4kct2smkb3djcc5fc30	CLADRIBINE	Q414030
CIS60396928	TIMOPTOL 0,25 %, collyre en solution	http://www.romedi.fr/romedi/INuenlmim5k9fqkkq1d2a4nivuo1fqvb2l	TIMOLOL	Q413994
CIS61417407	TIMOPTOL 0,50 %, collyre en solution	http://www.romedi.fr/romedi/INuenlmim5k9fqkkq1d2a4nivuo1fqvb2l	TIMOLOL	Q413994
CIS64343809	MODUCREN, comprimé	http://www.romedi.fr/romedi/INuenlmim5k9fqkkq1d2a4nivuo1fqvb2l	TIMOLOL	Q413994
CIS64858702	TIMACOR 10 mg, comprimé sécable	http://www.romedi.fr/romedi/INuenlmim5k9fqkkq1d2a4nivuo1fqvb2l	TIMOLOL	Q413994
CIS64190637	TIMOPTOL L.P. 0,25 %, collyre en solution	http://www.romedi.fr/romedi/INuenlmim5k9fqkkq1d2a4nivuo1fqvb2l	TIMOLOL	Q413994
CIS64342874	TIMOPTOL L.P. 0,50 %, collyre en solution	http://www.romedi.fr/romedi/INuenlmim5k9fqkkq1d2a4nivuo1fqvb2l	TIMOLOL	Q413994
CIS63981755	TIMABAK 0,50 %, collyre en solution	http://www.romedi.fr/romedi/INuenlmim5k9fqkkq1d2a4nivuo1fqvb2l	TIMOLOL	Q413994
CIS62782316	COSOPT 20 mg/ml + 5 mg/ml, collyre en solution	http://www.romedi.fr/romedi/INuenlmim5k9fqkkq1d2a4nivuo1fqvb2l	TIMOLOL	Q413994
CIS65813464	TIMABAK 0,25 %, collyre en solution	http://www.romedi.fr/romedi/INuenlmim5k9fqkkq1d2a4nivuo1fqvb2l	TIMOLOL	Q413994
CIS66198255	OPHTIM 0,50 POUR CENT (1,25 mg/0,25 ml), collyre en récipient unidose	http://www.romedi.fr/romedi/INuenlmim5k9fqkkq1d2a4nivuo1fqvb2l	TIMOLOL	Q413994
CIS62081557	TIMOCOMOD 0,50 POUR CENT, collyre en solution	http://www.romedi.fr/romedi/INuenlmim5k9fqkkq1d2a4nivuo1fqvb2l	TIMOLOL	Q413994
CIS62474279	TIMOLOL TEVA 0,50 %, collyre en solution	http://www.romedi.fr/romedi/INuenlmim5k9fqkkq1d2a4nivuo1fqvb2l	TIMOLOL	Q413994
CIS61819886	NYOGEL LP 0,1 %, gel ophtalmique	http://www.romedi.fr/romedi/INuenlmim5k9fqkkq1d2a4nivuo1fqvb2l	TIMOLOL	Q413994
CIS63781007	XALACOM 50 microgrammes/ml + 5 mg/ml, collyre en solution	http://www.romedi.fr/romedi/INuenlmim5k9fqkkq1d2a4nivuo1fqvb2l	TIMOLOL	Q413994
CIS66488803	TIMOCOMOD 0,25 POUR CENT, collyre en solution	http://www.romedi.fr/romedi/INuenlmim5k9fqkkq1d2a4nivuo1fqvb2l	TIMOLOL	Q413994
CIS60657189	COMBIGAN 2 mg/ml + 5 mg/ml, collyre en solution	http://www.romedi.fr/romedi/INuenlmim5k9fqkkq1d2a4nivuo1fqvb2l	TIMOLOL	Q413994
CIS61194121	TIMOLOL SANDOZ 0,10 POUR CENT, collyre en solution	http://www.romedi.fr/romedi/INuenlmim5k9fqkkq1d2a4nivuo1fqvb2l	TIMOLOL	Q413994
CIS63212842	COSOPT 20 mg/ml + 5 mg/ml, collyre en solution en récipient unidose	http://www.romedi.fr/romedi/INuenlmim5k9fqkkq1d2a4nivuo1fqvb2l	TIMOLOL	Q413994
CIS62458353	TIMOLOL SANDOZ 0,25 POUR CENT, collyre en solution	http://www.romedi.fr/romedi/INuenlmim5k9fqkkq1d2a4nivuo1fqvb2l	TIMOLOL	Q413994
CIS63633802	DUOTRAV 40 microgrammes/ml + 5 mg/ml, collyre en solution	http://www.romedi.fr/romedi/INuenlmim5k9fqkkq1d2a4nivuo1fqvb2l	TIMOLOL	Q413994
CIS62942532	GELTIM LP 1 mg/g, gel ophtalmique en récipient unidose	http://www.romedi.fr/romedi/INuenlmim5k9fqkkq1d2a4nivuo1fqvb2l	TIMOLOL	Q413994
CIS64433879	TIMOLOL SANDOZ 0,50 POUR CENT, collyre en solution	http://www.romedi.fr/romedi/INuenlmim5k9fqkkq1d2a4nivuo1fqvb2l	TIMOLOL	Q413994
CIS66489175	GANFORT 0,3 mg/ml + 5 mg/ml, collyre en solution	http://www.romedi.fr/romedi/INuenlmim5k9fqkkq1d2a4nivuo1fqvb2l	TIMOLOL	Q413994
CIS65711858	AZARGA 10 mg/ml + 5 mg/ml, collyre en suspension	http://www.romedi.fr/romedi/INuenlmim5k9fqkkq1d2a4nivuo1fqvb2l	TIMOLOL	Q413994
CIS60892664	GANFORT 0,3 mg/ml + 5 mg/ml, collyre en solution en récipient unidose	http://www.romedi.fr/romedi/INuenlmim5k9fqkkq1d2a4nivuo1fqvb2l	TIMOLOL	Q413994
CIS61103424	LATANOPROST/TIMOLOL EG 50 microgrammes/5 mg par ml, collyre en solution	http://www.romedi.fr/romedi/INuenlmim5k9fqkkq1d2a4nivuo1fqvb2l	TIMOLOL	Q413994
CIS61444219	DORZOLAMIDE/TIMOLOL ARROW 20 mg/ml + 5 mg/ml, collyre en solution	http://www.romedi.fr/romedi/INuenlmim5k9fqkkq1d2a4nivuo1fqvb2l	TIMOLOL	Q413994
CIS63521098	LATANOPROST/TIMOLOL MYLAN PHARMA 50 microgrammes/5 mg par ml, collyre en solution	http://www.romedi.fr/romedi/INuenlmim5k9fqkkq1d2a4nivuo1fqvb2l	TIMOLOL	Q413994
